TicketID,CustomerID,OrderID,TicketDate,IssueCategory,TicketText,Priority,Status,ResolutionTimeHours
TIC000232,CUST000478,ORD000512,2026-05-12 00:58:57,Login Issue,I cannot login to my account.,Low,Open,2
TIC000233,CUST000080,ORD000705,2026-05-17 09:33:20,Payment Issue,Payment failed during checkout.,Critical,Closed,2
TIC000234,CUST000463,ORD000158,2026-05-25 04:03:42,Login Issue,I cannot login to my account.,Medium,Resolved,48
TIC000235,CUST000210,ORD001074,2026-05-16 02:09:29,Payment Issue,Payment failed during checkout.,Medium,Open,24
TIC000236,CUST000109,ORD000648,2026-05-14 10:19:45,Payment Issue,Payment gateway timed out.,Medium,Resolved,
TIC000237,CUST000392,ORD001032,2026-05-10 06:33:47,Login Issue,My account is locked after multiple attempts.,Critical,Closed,4
TIC000238,CUST000058,ORD000006,2026-05-09 02:04:47,Delivery Issue,My order delivery is delayed.,Medium,Closed,2
TIC000239,CUST000265,ORD000649,2026-05-07 20:14:11,Payment Issue,Payment failed during checkout.,High,Open,48
TIC000240,CUST000001,ORD000849,2026-05-07 19:32:37,Login Issue,Password reset email is not arriving.,Critical,Closed,
TIC000241,CUST000316,ORD000157,2026-05-15 22:12:47,Login Issue,I cannot login to my account.,Medium,Open,24
TIC000242,CUST000356,ORD001062,2026-05-30 02:36:48,Refund Issue,I returned the item but refund is not processed.,High,Closed,2
TIC000243,CUST000069,ORD000286,2026-05-08 18:44:43,Login Issue,I cannot login to my account.,Critical,In Progress,4
TIC000244,CUST000270,ORD000435,2026-05-10 14:16:34,Refund Issue,Refund amount is incorrect.,High,In Progress,24
TIC000245,CUST000482,ORD001016,2026-05-17 20:21:47,Payment Issue,Payment failed during checkout.,Medium,Open,72
TIC000246,CUST000057,ORD000381,2026-05-30 15:28:54,Product Quality Issue,The product arrived damaged.,High,Resolved,72
TIC000247,CUST000037,ORD000740,2026-05-08 01:38:43,Delivery Issue,Carrier has not updated shipment status.,Critical,Open,24
TIC000248,CUST000300,ORD000065,2026-05-04 11:18:54,Wrong Item,The product code does not match my order.,Critical,Resolved,24
TIC000249,CUST000403,ORD000441,2026-05-14 15:34:28,Wrong Item,The product code does not match my order.,High,In Progress,24
TIC000250,CUST000301,ORD000853,2026-05-23 03:41:04,Refund Issue,I returned the item but refund is not processed.,Low,Closed,24
TIC000251,CUST000232,ORD001188,2026-05-27 22:12:44,Refund Issue,I returned the item but refund is not processed.,Critical,Resolved,48
TIC000252,CUST000039,ORD000369,2026-05-18 11:58:17,Refund Issue,Refund amount is incorrect.,High,Open,12
TIC000253,CUST000470,ORD000840,2026-05-22 21:11:22,Refund Issue,Refund amount is incorrect.,Critical,Open,24
TIC000254,CUST000444,ORD000542,2026-05-21 12:48:15,Wrong Item,I received the wrong item.,Low,In Progress,2
TIC000255,CUST000080,ORD000705,2026-05-04 12:17:34,Payment Issue,My card was charged but order was not created.,Critical,Closed,72
TIC000256,CUST000017,ORD000051,2026-05-06 03:28:40,Product Quality Issue,The product arrived damaged.,Critical,Resolved,8
TIC000257,CUST000497,ORD000120,2026-05-14 12:58:59,Product Quality Issue,The product arrived damaged.,Critical,In Progress,72
TIC000258,CUST000037,ORD001180,2026-05-12 18:39:54,Delivery Issue,Tracking shows delivered but I did not receive the parcel.,High,Closed,
TIC000259,CUST000057,ORD000381,2026-05-10 22:24:27,Wrong Item,I received the wrong item.,Critical,In Progress,48
TIC000260,CUST000038,ORD000354,2026-05-06 02:23:18,Delivery Issue,Tracking shows delivered but I did not receive the parcel.,High,Open,72
TIC000261,CUST000227,ORD000836,2026-05-15 23:12:47,Refund Issue,Refund amount is incorrect.,Low,In Progress,12
TIC000262,CUST000235,ORD000349,2026-05-13 07:38:14,Wrong Item,I received the wrong item.,Low,Open,72
TIC000263,CUST000102,ORD000058,2026-05-03 01:35:33,Login Issue,My account is locked after multiple attempts.,Critical,In Progress,4
TIC000264,CUST000150,ORD000010,2026-05-26 09:30:45,Delivery Issue,Tracking shows delivered but I did not receive the parcel.,High,In Progress,72
TIC000265,CUST000331,ORD000153,2026-05-23 18:19:18,Payment Issue,My card was charged but order was not created.,Critical,Open,12
TIC000266,CUST000338,ORD000219,2026-05-13 08:12:06,Product Quality Issue,The product arrived damaged.,High,Open,
TIC000267,CUST000095,ORD000262,2026-05-19 09:46:02,Product Quality Issue,The product arrived damaged.,Medium,Closed,48
TIC000268,CUST000127,ORD001138,2026-05-03 07:48:33,Wrong Item,The color and size are different from what I ordered.,Critical,In Progress,
TIC000269,CUST000179,ORD000915,2026-05-12 16:13:39,Wrong Item,The color and size are different from what I ordered.,Medium,Closed,48
TIC000270,CUST000433,ORD000997,2026-05-03 06:50:19,Login Issue,I cannot login to my account.,Low,Resolved,24
TIC000271,CUST000452,ORD000172,2026-05-23 06:41:12,Delivery Issue,Carrier has not updated shipment status.,Medium,Open,4
TIC000272,CUST000042,ORD000966,2026-05-08 23:06:05,Product Quality Issue,The product arrived damaged.,Medium,In Progress,48
TIC000273,CUST000335,ORD000038,2026-05-30 19:16:44,Login Issue,Password reset email is not arriving.,Medium,Open,
TIC000274,CUST000267,ORD001008,2026-05-07 01:04:49,Delivery Issue,Carrier has not updated shipment status.,Critical,In Progress,72
TIC000275,CUST000111,ORD000611,2026-05-22 11:07:21,Wrong Item,The color and size are different from what I ordered.,Critical,Resolved,12
TIC000276,CUST000122,ORD000066,2026-05-13 20:48:04,Login Issue,Password reset email is not arriving.,High,Resolved,48
TIC000277,CUST000485,ORD000599,2026-05-07 03:56:05,Login Issue,My account is locked after multiple attempts.,Medium,In Progress,8
TIC000278,CUST000396,ORD000570,2026-05-09 06:29:26,Login Issue,My account is locked after multiple attempts.,Low,Closed,2
TIC000279,CUST000383,ORD000009,2026-05-18 11:39:48,Wrong Item,I received the wrong item.,High,In Progress,12
TIC000280,CUST000397,ORD000799,2026-05-10 15:06:42,Login Issue,My account is locked after multiple attempts.,Critical,Open,4
TIC000281,CUST000001,ORD000899,2026-05-30 03:25:25,Refund Issue,I returned the item but refund is not processed.,High,Resolved,2
TIC000282,CUST000277,ORD001122,2026-05-08 17:15:57,Wrong Item,The product code does not match my order.,Medium,Resolved,8
TIC000283,CUST000282,ORD000829,2026-05-08 18:39:59,Refund Issue,Refund amount is incorrect.,Medium,In Progress,
TIC000284,CUST000046,ORD000517,2026-05-29 15:48:48,Delivery Issue,Carrier has not updated shipment status.,High,Open,
TIC000285,CUST000496,ORD000490,2026-05-28 01:39:00,Payment Issue,Payment gateway timed out.,Medium,In Progress,2
TIC000286,CUST000101,ORD000023,2026-05-11 14:31:02,Refund Issue,I returned the item but refund is not processed.,Critical,Open,72
TIC000287,CUST000358,ORD000609,2026-05-01 16:28:42,Product Quality Issue,The item quality is poor.,High,In Progress,2
TIC000288,CUST000054,ORD000041,2026-05-27 17:29:19,Delivery Issue,My order delivery is delayed.,Medium,Resolved,2
TIC000289,CUST000160,ORD000412,2026-05-21 05:19:46,Login Issue,I cannot login to my account.,Critical,Resolved,24
TIC000290,CUST000495,ORD000794,2026-05-29 15:15:50,Product Quality Issue,The item quality is poor.,Medium,In Progress,4
TIC000291,CUST000343,ORD000096,2026-05-04 02:44:02,Payment Issue,Payment failed during checkout.,High,Closed,4
TIC000292,CUST000260,ORD000114,2026-05-03 01:12:01,Refund Issue,I returned the item but refund is not processed.,High,Resolved,2
TIC000293,CUST000448,ORD000198,2026-05-17 05:01:01,Payment Issue,Payment gateway timed out.,Low,Open,
TIC000294,CUST000207,ORD000241,2026-05-26 02:18:44,Product Quality Issue,The item quality is poor.,High,Resolved,24
TIC000295,CUST000123,ORD000246,2026-05-01 00:06:01,Product Quality Issue,The item quality is poor.,Critical,Open,12
TIC000296,CUST000276,ORD000183,2026-05-07 02:56:45,Refund Issue,Refund is delayed.,Medium,Closed,4
TIC000297,CUST000341,ORD001038,2026-05-16 21:21:14,Product Quality Issue,The product arrived damaged.,Critical,Closed,72
TIC000298,CUST000101,ORD000023,2026-05-21 07:58:04,Delivery Issue,My order delivery is delayed.,Critical,Resolved,
TIC000299,CUST000007,ORD000323,2026-05-03 21:39:09,Payment Issue,Payment failed during checkout.,Medium,Resolved,24
TIC000300,CUST000470,ORD000840,2026-05-14 12:47:02,Refund Issue,I returned the item but refund is not processed.,High,Resolved,4
TIC000301,CUST000462,ORD000502,2026-05-07 14:11:20,Payment Issue,My card was charged but order was not created.,High,Resolved,72
TIC000302,CUST000408,ORD000472,2026-05-21 11:10:34,Login Issue,Password reset email is not arriving.,Critical,In Progress,
TIC000303,CUST000333,ORD000175,2026-05-15 22:47:10,Wrong Item,The color and size are different from what I ordered.,Medium,Resolved,8
TIC000304,CUST000066,ORD000218,2026-05-06 11:18:37,Login Issue,Password reset email is not arriving.,Low,Closed,24
TIC000305,CUST000218,ORD001031,2026-05-20 00:53:07,Payment Issue,Payment gateway timed out.,Critical,Closed,2
TIC000306,CUST000316,ORD000658,2026-05-06 15:17:57,Payment Issue,Payment gateway timed out.,High,Closed,24
TIC000307,CUST000396,ORD001020,2026-05-16 00:06:46,Payment Issue,Payment failed during checkout.,Low,In Progress,4
TIC000308,CUST000207,ORD000241,2026-05-17 22:57:51,Payment Issue,Payment failed during checkout.,High,In Progress,72
TIC000309,CUST000195,ORD001108,2026-05-08 14:36:32,Wrong Item,The product code does not match my order.,High,Open,24
TIC000310,CUST000232,ORD001088,2026-05-02 04:47:19,Refund Issue,Refund amount is incorrect.,High,In Progress,12
TIC000311,CUST000184,ORD000249,2026-05-03 08:01:32,Refund Issue,Refund is delayed.,High,Resolved,24
TIC000312,CUST000174,ORD000514,2026-05-19 22:02:40,Refund Issue,I returned the item but refund is not processed.,Medium,In Progress,72
TIC000313,CUST000482,ORD000395,2026-05-28 20:31:13,Delivery Issue,My order delivery is delayed.,High,Open,8
TIC000314,CUST000276,ORD000183,2026-05-20 19:06:02,Delivery Issue,Carrier has not updated shipment status.,High,Open,4
TIC000315,CUST000121,ORD000633,2026-05-26 15:56:35,Refund Issue,Refund amount is incorrect.,High,In Progress,72
TIC000316,CUST000447,ORD000190,2026-05-23 18:50:39,Product Quality Issue,The stitching came loose after first use.,High,In Progress,24
TIC000317,CUST000203,ORD000534,2026-05-20 06:33:08,Refund Issue,I returned the item but refund is not processed.,Medium,Resolved,2
TIC000318,CUST000296,ORD000897,2026-05-01 13:51:57,Login Issue,My account is locked after multiple attempts.,Low,Closed,48
TIC000319,CUST000029,ORD000821,2026-05-29 19:11:34,Refund Issue,Refund amount is incorrect.,Critical,Open,72
TIC000320,CUST000450,ORD000636,2026-05-22 10:43:51,Refund Issue,Refund amount is incorrect.,Medium,In Progress,12
TIC000321,CUST000314,ORD000004,2026-05-29 06:49:04,Product Quality Issue,The stitching came loose after first use.,Low,Resolved,8
TIC000322,CUST000061,ORD000076,2026-05-12 21:34:01,Delivery Issue,Carrier has not updated shipment status.,High,Open,12
TIC000323,CUST000146,ORD000603,2026-05-01 07:43:05,Payment Issue,Payment failed during checkout.,High,Closed,2
TIC000324,CUST000321,ORD000807,2026-05-14 07:19:42,Payment Issue,Payment failed during checkout.,Critical,In Progress,4
TIC000325,CUST000358,ORD000738,2026-05-24 19:02:34,Login Issue,I cannot login to my account.,High,Resolved,4
TIC000326,CUST000416,ORD000147,2026-05-22 03:33:46,Delivery Issue,Carrier has not updated shipment status.,High,Resolved,4
TIC000327,CUST000195,ORD000303,2026-05-08 23:20:04,Login Issue,My account is locked after multiple attempts.,Medium,In Progress,48
TIC000328,CUST000254,ORD000430,2026-05-12 17:31:19,Product Quality Issue,The stitching came loose after first use.,Low,In Progress,2
TIC000329,CUST000225,ORD000116,2026-05-02 15:45:37,Payment Issue,Payment gateway timed out.,High,Resolved,
TIC000330,CUST000020,ORD000403,2026-05-26 04:35:10,Wrong Item,I received the wrong item.,High,Open,2
TIC000331,CUST000086,ORD000557,2026-05-24 15:37:05,Delivery Issue,My order delivery is delayed.,Medium,In Progress,
TIC000332,CUST000452,ORD000252,2026-05-10 21:28:12,Delivery Issue,My order delivery is delayed.,Low,In Progress,8
TIC000333,CUST000145,ORD000779,2026-05-18 05:16:39,Wrong Item,The product code does not match my order.,Medium,Resolved,48
TIC000334,CUST000331,ORD000688,2026-05-17 15:45:22,Login Issue,My account is locked after multiple attempts.,Critical,Resolved,48
TIC000335,CUST000353,ORD000946,2026-05-17 20:48:15,Product Quality Issue,The item quality is poor.,Low,In Progress,4
TIC000336,CUST000377,ORD000379,2026-05-03 07:30:04,Refund Issue,Refund is delayed.,Low,Open,2
TIC000337,CUST000421,ORD000851,2026-05-13 13:15:55,Login Issue,My account is locked after multiple attempts.,Medium,Open,72
TIC000338,CUST000132,ORD000855,2026-05-17 04:38:00,Login Issue,I cannot login to my account.,Critical,Closed,
TIC000339,CUST000039,ORD000394,2026-05-06 07:45:44,Payment Issue,Payment failed during checkout.,Medium,In Progress,72
TIC000340,CUST000499,ORD000432,2026-05-01 04:52:07,Wrong Item,I received the wrong item.,Low,Resolved,48
TIC000341,CUST000498,ORD000936,2026-05-24 15:08:09,Delivery Issue,Carrier has not updated shipment status.,High,In Progress,
TIC000342,CUST000353,ORD000778,2026-05-20 09:57:36,Refund Issue,I returned the item but refund is not processed.,Critical,Open,2
TIC000343,CUST000337,ORD000663,2026-05-02 07:05:43,Payment Issue,My card was charged but order was not created.,Low,Closed,8
TIC000344,CUST000127,ORD001138,2026-05-29 21:23:55,Refund Issue,I returned the item but refund is not processed.,High,Resolved,48
TIC000345,CUST000043,ORD000123,2026-05-07 06:35:10,Payment Issue,Payment failed during checkout.,High,Resolved,4
TIC000346,CUST000239,ORD000813,2026-05-27 22:13:35,Login Issue,Password reset email is not arriving.,Medium,Open,
TIC000347,CUST000012,ORD001133,2026-05-25 14:12:50,Wrong Item,I received the wrong item.,Medium,In Progress,24
TIC000348,CUST000130,ORD001144,2026-05-05 01:25:53,Login Issue,Password reset email is not arriving.,Low,Closed,48
TIC000349,CUST000098,ORD000834,2026-05-14 11:55:35,Login Issue,My account is locked after multiple attempts.,Low,In Progress,48
TIC000350,CUST000170,ORD000228,2026-05-13 06:56:47,Payment Issue,Payment failed during checkout.,High,Closed,72
TIC000351,CUST000269,ORD000461,2026-05-14 03:48:19,Refund Issue,I returned the item but refund is not processed.,Medium,Closed,4
TIC000352,CUST000259,ORD001026,2026-05-09 02:53:41,Login Issue,My account is locked after multiple attempts.,High,In Progress,
TIC000353,CUST000089,ORD000207,2026-05-11 16:05:27,Wrong Item,The color and size are different from what I ordered.,Low,Open,4
TIC000354,CUST000163,ORD000046,2026-05-20 13:58:13,Login Issue,My account is locked after multiple attempts.,High,Resolved,48
TIC000355,CUST000459,ORD000781,2026-05-27 17:57:43,Wrong Item,The product code does not match my order.,Medium,In Progress,48
TIC000356,CUST000298,ORD000397,2026-05-06 22:55:24,Payment Issue,My card was charged but order was not created.,Critical,Resolved,8
TIC000357,CUST000452,ORD000831,2026-05-10 18:47:21,Delivery Issue,My order delivery is delayed.,Medium,Open,72
TIC000358,CUST000270,ORD000435,2026-05-03 14:53:54,Product Quality Issue,The stitching came loose after first use.,Low,Resolved,12
TIC000359,CUST000107,ORD000982,2026-05-17 07:13:48,Delivery Issue,Carrier has not updated shipment status.,High,In Progress,12
TIC000360,CUST000011,ORD001067,2026-05-09 16:44:00,Product Quality Issue,The stitching came loose after first use.,Low,Open,48
TIC000361,CUST000053,ORD000308,2026-05-21 15:00:08,Payment Issue,My card was charged but order was not created.,Medium,In Progress,72
TIC000362,CUST000226,ORD000837,2026-05-24 11:36:38,Delivery Issue,My order delivery is delayed.,High,Closed,4
TIC000363,CUST000020,ORD000714,2026-05-07 09:29:43,Wrong Item,The color and size are different from what I ordered.,Low,Resolved,8
TIC000364,CUST000218,ORD000908,2026-05-10 21:30:29,Delivery Issue,Carrier has not updated shipment status.,Low,Resolved,
TIC000365,CUST000482,ORD000654,2026-05-22 06:56:02,Wrong Item,The product code does not match my order.,Critical,Closed,4
TIC000366,CUST000236,ORD000909,2026-05-15 08:10:22,Refund Issue,Refund is delayed.,Critical,In Progress,
TIC000367,CUST000466,ORD000260,2026-05-12 22:34:34,Login Issue,My account is locked after multiple attempts.,Low,Open,12
TIC000368,CUST000131,ORD000668,2026-05-03 04:19:57,Delivery Issue,Carrier has not updated shipment status.,Low,Closed,48
TIC000369,CUST000136,ORD000298,2026-05-07 12:52:21,Product Quality Issue,The product arrived damaged.,Critical,Open,
TIC000370,CUST000380,ORD001128,2026-05-30 05:21:39,Payment Issue,Payment failed during checkout.,Medium,Resolved,72
TIC000371,CUST000227,ORD000816,2026-05-02 13:56:22,Product Quality Issue,The stitching came loose after first use.,Critical,Resolved,24
TIC000372,CUST000268,ORD000185,2026-05-19 13:03:34,Refund Issue,Refund is delayed.,Critical,In Progress,2
TIC000373,CUST000347,ORD000912,2026-05-28 19:10:15,Product Quality Issue,The item quality is poor.,Medium,In Progress,4
TIC000374,CUST000265,ORD001080,2026-05-08 17:44:55,Product Quality Issue,The stitching came loose after first use.,Low,Resolved,2
TIC000375,CUST000201,ORD000952,2026-05-05 15:29:54,Refund Issue,Refund amount is incorrect.,High,In Progress,2
TIC000376,CUST000161,ORD000083,2026-05-05 10:35:51,Payment Issue,Payment gateway timed out.,Low,Closed,72
TIC000377,CUST000393,ORD000975,2026-05-26 23:03:04,Payment Issue,Payment gateway timed out.,Critical,Resolved,72
TIC000378,CUST000372,ORD000567,2026-05-07 12:56:34,Payment Issue,Payment gateway timed out.,High,Open,
TIC000379,CUST000208,ORD000634,2026-05-26 07:01:43,Payment Issue,Payment gateway timed out.,Critical,In Progress,8
TIC000380,CUST000192,ORD000045,2026-05-16 04:18:06,Wrong Item,The color and size are different from what I ordered.,Medium,Resolved,4
TIC000381,CUST000092,ORD000629,2026-05-21 12:41:49,Refund Issue,Refund is delayed.,Critical,Open,12
TIC000382,CUST000262,ORD000846,2026-05-18 23:26:44,Product Quality Issue,The item quality is poor.,Critical,Closed,8
TIC000383,CUST000149,ORD000515,2026-05-15 16:21:26,Delivery Issue,Tracking shows delivered but I did not receive the parcel.,Low,Closed,2
TIC000384,CUST000172,ORD000780,2026-05-02 08:25:37,Delivery Issue,My order delivery is delayed.,High,Closed,12
TIC000385,CUST000094,ORD000666,2026-05-11 22:10:43,Delivery Issue,My order delivery is delayed.,Medium,In Progress,8
TIC000386,CUST000313,ORD000830,2026-05-25 08:58:15,Login Issue,My account is locked after multiple attempts.,Critical,Resolved,2
TIC000387,CUST000452,ORD000211,2026-05-30 19:04:06,Delivery Issue,Tracking shows delivered but I did not receive the parcel.,Low,In Progress,24
TIC000388,CUST000218,ORD000711,2026-05-22 21:28:23,Product Quality Issue,The item quality is poor.,Low,In Progress,8
TIC000389,CUST000485,ORD000064,2026-05-10 19:30:41,Login Issue,Password reset email is not arriving.,High,Resolved,48
TIC000390,CUST000068,ORD000766,2026-05-08 02:08:30,Login Issue,Password reset email is not arriving.,Low,Closed,4
TIC000391,CUST000194,ORD000751,2026-05-10 20:32:27,Payment Issue,Payment gateway timed out.,Critical,Closed,12
TIC000392,CUST000356,ORD000244,2026-05-02 13:37:46,Login Issue,I cannot login to my account.,Medium,Open,8
TIC000393,CUST000028,ORD000139,2026-05-04 21:44:05,Delivery Issue,Tracking shows delivered but I did not receive the parcel.,Critical,In Progress,
TIC000394,CUST000001,ORD000849,2026-05-02 05:28:26,Payment Issue,Payment gateway timed out.,Critical,Open,72
TIC000395,CUST000070,ORD000729,2026-05-21 10:57:12,Login Issue,Password reset email is not arriving.,Low,In Progress,
TIC000396,CUST000231,ORD000621,2026-05-29 13:27:57,Refund Issue,I returned the item but refund is not processed.,Medium,Resolved,48
TIC000397,CUST000183,ORD000452,2026-05-15 07:41:50,Product Quality Issue,The stitching came loose after first use.,Low,In Progress,48
TIC000398,CUST000124,ORD000615,2026-05-03 13:26:27,Refund Issue,Refund amount is incorrect.,Critical,Resolved,48
TIC000399,CUST000256,ORD000145,2026-05-12 14:17:11,Refund Issue,Refund is delayed.,High,Closed,24
TIC000400,CUST000221,ORD000205,2026-05-18 22:31:12,Delivery Issue,My order delivery is delayed.,Medium,Resolved,8
TIC000401,CUST000343,ORD001064,2026-05-15 23:38:41,Wrong Item,The product code does not match my order.,Critical,Resolved,8
TIC000402,CUST000045,ORD001082,2026-05-05 15:16:30,Product Quality Issue,The item quality is poor.,Critical,Resolved,24
TIC000403,CUST000280,ORD000346,2026-05-29 18:47:16,Payment Issue,My card was charged but order was not created.,Medium,Open,8
TIC000404,CUST000454,ORD000149,2026-05-21 01:12:38,Refund Issue,Refund is delayed.,High,Resolved,2
TIC000405,CUST000202,ORD000848,2026-05-24 12:19:22,Product Quality Issue,The item quality is poor.,Critical,Resolved,8
TIC000406,CUST000160,ORD000985,2026-05-05 13:18:19,Login Issue,I cannot login to my account.,Critical,In Progress,48
TIC000407,CUST000487,ORD000242,2026-05-01 06:24:15,Wrong Item,The color and size are different from what I ordered.,Low,In Progress,72
TIC000408,CUST000147,ORD000035,2026-05-02 04:34:58,Wrong Item,The color and size are different from what I ordered.,Critical,Closed,24
TIC000409,CUST000191,ORD000118,2026-05-27 06:51:03,Login Issue,I cannot login to my account.,Medium,In Progress,24
TIC000410,CUST000310,ORD000619,2026-05-09 16:42:50,Product Quality Issue,The stitching came loose after first use.,Medium,Open,12
TIC000411,CUST000153,ORD000927,2026-05-10 07:03:20,Delivery Issue,Tracking shows delivered but I did not receive the parcel.,Critical,In Progress,12
TIC000412,CUST000147,ORD000035,2026-05-20 14:53:21,Product Quality Issue,The stitching came loose after first use.,Critical,Closed,
TIC000413,CUST000113,ORD001186,2026-05-02 10:59:17,Login Issue,Password reset email is not arriving.,Low,Open,72
TIC000414,CUST000480,ORD000039,2026-05-28 09:14:38,Refund Issue,Refund amount is incorrect.,Critical,Closed,4
TIC000415,CUST000206,ORD000606,2026-05-19 05:56:39,Login Issue,I cannot login to my account.,Critical,Resolved,48
TIC000416,CUST000274,ORD000732,2026-05-23 08:29:23,Refund Issue,I returned the item but refund is not processed.,Medium,Open,24
TIC000417,CUST000069,ORD000286,2026-05-08 15:42:40,Product Quality Issue,The product arrived damaged.,Medium,Resolved,72
TIC000418,CUST000043,ORD000123,2026-05-27 23:23:25,Payment Issue,Payment gateway timed out.,Critical,Open,48
TIC000419,CUST000321,ORD000807,2026-05-23 07:03:34,Login Issue,Password reset email is not arriving.,High,In Progress,4
TIC000420,CUST000293,ORD000817,2026-05-24 01:10:34,Login Issue,My account is locked after multiple attempts.,Low,In Progress,48
TIC000421,CUST000239,ORD001081,2026-05-13 08:25:08,Payment Issue,Payment gateway timed out.,High,Closed,24
TIC000422,CUST000157,ORD000355,2026-05-08 23:27:56,Login Issue,My account is locked after multiple attempts.,Critical,In Progress,72
TIC000423,CUST000046,ORD000517,2026-05-07 05:55:39,Payment Issue,Payment gateway timed out.,High,Open,72
TIC000424,CUST000231,ORD000621,2026-05-07 09:46:15,Login Issue,My account is locked after multiple attempts.,Critical,Closed,24
TIC000425,CUST000393,ORD000136,2026-05-05 08:24:23,Payment Issue,My card was charged but order was not created.,High,In Progress,4
TIC000426,CUST000376,ORD000367,2026-05-01 23:30:39,Delivery Issue,My order delivery is delayed.,Critical,In Progress,24
TIC000427,CUST000205,ORD000839,2026-05-19 11:38:20,Product Quality Issue,The product arrived damaged.,High,Closed,72
TIC000428,CUST000069,ORD000546,2026-05-16 21:43:58,Wrong Item,The color and size are different from what I ordered.,Low,Resolved,48
TIC000429,CUST000097,ORD001135,2026-05-20 03:46:25,Refund Issue,Refund amount is incorrect.,Low,Closed,
TIC000430,CUST000392,ORD000234,2026-05-24 12:21:13,Product Quality Issue,The product arrived damaged.,Low,In Progress,
TIC000431,CUST000470,ORD000024,2026-05-11 21:30:49,Product Quality Issue,The item quality is poor.,Critical,Resolved,24
TIC000432,CUST000124,ORD000886,2026-05-02 21:42:25,Delivery Issue,Carrier has not updated shipment status.,Low,Open,72
TIC000433,CUST000272,ORD000744,2026-05-14 05:13:48,Delivery Issue,Carrier has not updated shipment status.,Medium,Open,24
TIC000434,CUST000220,ORD000660,2026-05-09 08:46:17,Refund Issue,Refund is delayed.,Low,Open,8
TIC000435,CUST000408,ORD000686,2026-05-27 04:03:25,Login Issue,Password reset email is not arriving.,High,Closed,
TIC000436,CUST000310,ORD000523,2026-05-08 23:20:00,Delivery Issue,My order delivery is delayed.,Critical,In Progress,2
TIC000437,CUST000130,ORD001144,2026-05-13 03:07:59,Product Quality Issue,The product arrived damaged.,Low,Closed,4
TIC000438,CUST000440,ORD000574,2026-05-20 16:11:00,Wrong Item,The product code does not match my order.,Critical,Open,24
TIC000439,CUST000301,ORD000687,2026-05-02 13:59:01,Product Quality Issue,The product arrived damaged.,High,Closed,8
TIC000440,CUST000357,ORD000375,2026-05-02 01:28:36,Delivery Issue,My order delivery is delayed.,Medium,Resolved,4
TIC000441,CUST000288,ORD000635,2026-05-13 11:24:29,Login Issue,My account is locked after multiple attempts.,Low,In Progress,8
TIC000442,CUST000349,ORD000937,2026-05-10 07:57:38,Login Issue,My account is locked after multiple attempts.,Medium,Closed,
TIC000443,CUST000302,ORD000921,2026-05-03 04:33:49,Product Quality Issue,The stitching came loose after first use.,Low,Closed,4
TIC000444,CUST000340,ORD001181,2026-05-27 10:56:52,Wrong Item,The product code does not match my order.,Medium,Closed,
TIC000445,CUST000444,ORD000290,2026-05-09 08:43:17,Delivery Issue,My order delivery is delayed.,Critical,Closed,2
TIC000446,CUST000447,ORD000313,2026-05-02 22:08:24,Payment Issue,My card was charged but order was not created.,High,Closed,8
TIC000447,CUST000067,ORD000647,2026-05-05 05:26:39,Login Issue,Password reset email is not arriving.,Critical,Closed,12
TIC000448,CUST000091,ORD001109,2026-05-28 06:55:43,Product Quality Issue,The product arrived damaged.,Low,Closed,12
TIC000449,CUST000389,ORD000152,2026-05-01 23:51:52,Payment Issue,My card was charged but order was not created.,Medium,Open,24
TIC000450,CUST000493,ORD000079,2026-05-12 12:43:56,Product Quality Issue,The stitching came loose after first use.,High,Resolved,72
TIC000451,CUST000094,ORD000847,2026-05-19 00:51:32,Delivery Issue,Tracking shows delivered but I did not receive the parcel.,High,Open,12
TIC000452,CUST000158,ORD000103,2026-05-03 10:50:43,Login Issue,Password reset email is not arriving.,High,In Progress,8
TIC000453,CUST000098,ORD001113,2026-05-21 14:09:14,Product Quality Issue,The stitching came loose after first use.,High,Open,48
TIC000454,CUST000024,ORD001200,2026-05-25 11:01:42,Payment Issue,My card was charged but order was not created.,Low,Resolved,4
TIC000455,CUST000237,ORD000117,2026-05-23 21:24:05,Wrong Item,The product code does not match my order.,High,In Progress,24
TIC000456,CUST000123,ORD000266,2026-05-16 12:29:51,Delivery Issue,My order delivery is delayed.,High,In Progress,2
TIC000457,CUST000254,ORD001158,2026-05-01 00:16:06,Login Issue,Password reset email is not arriving.,Critical,In Progress,4
TIC000458,CUST000318,ORD000485,2026-05-25 02:52:48,Delivery Issue,Tracking shows delivered but I did not receive the parcel.,High,In Progress,8
TIC000459,CUST000289,ORD000697,2026-05-01 02:25:40,Refund Issue,Refund is delayed.,Medium,Closed,4
TIC000460,CUST000482,ORD001016,2026-05-28 13:50:53,Delivery Issue,Tracking shows delivered but I did not receive the parcel.,Critical,In Progress,24
TIC000461,CUST000493,ORD001055,2026-05-20 12:25:55,Refund Issue,Refund is delayed.,Critical,Closed,48
TIC000462,CUST000399,ORD001007,2026-05-30 17:11:52,Payment Issue,Payment gateway timed out.,High,Open,12
TIC000463,CUST000035,ORD000191,2026-05-24 12:48:20,Wrong Item,The product code does not match my order.,High,Open,
TIC000464,CUST000092,ORD000971,2026-05-18 11:57:35,Refund Issue,Refund is delayed.,Critical,In Progress,24
