OrderItemID,OrderID,ProductID,Quantity,UnitPrice,LineTotal
OI000210_2,ORD000210,P0029,4,152.06,608.24
OI000210_3,ORD000210,P0076,1,113.02,113.02
OI000210_4,ORD000210,P0058,2,17.55,35.1
OI000211_1,ORD000211,P0087,4,83.61,334.44
OI000212_1,ORD000212,P0052,3,86.55,259.65
OI000212_2,ORD000212,P0089,2,32.38,64.76
OI000212_3,ORD000212,P0057,3,113.45,340.35
OI000213_1,ORD000213,P0071,3,34.61,103.83
OI000213_2,ORD000213,P0040,3,27.38,82.14
OI000214_1,ORD000214,P0002,1,29.1,29.1
OI000215_1,ORD000215,P0057,4,113.45,453.8
OI000216_1,ORD000216,P0093,3,30.0,90.0
OI000216_2,ORD000216,P0052,2,86.55,173.1
OI000217_1,ORD000217,P0071,2,34.61,69.22
OI000217_2,ORD000217,P0079,4,139.87,559.48
OI000217_3,ORD000217,P0047,4,191.09,764.36
OI000217_4,ORD000217,P0019,4,113.33,453.32
OI000218_1,ORD000218,P0030,3,34.08,102.24
OI000219_1,ORD000219,P0094,2,188.21,376.42
OI000219_2,ORD000219,P0046,3,92.22,276.66
OI000219_3,ORD000219,P0077,3,90.68,272.04
OI000220_1,ORD000220,P0074,2,97.13,194.26
OI000220_2,ORD000220,P0031,3,41.42,124.26
OI000220_3,ORD000220,P0037,2,102.41,204.82
OI000220_4,ORD000220,P0056,4,66.57,266.28
OI000221_1,ORD000221,P0057,3,113.45,340.35
OI000221_2,ORD000221,P0041,3,31.15,93.45
OI000222_1,ORD000222,P0033,4,81.28,325.12
OI000222_2,ORD000222,P0030,2,34.08,68.16
OI000222_3,ORD000222,P0100,1,54.24,54.24
OI000222_4,ORD000222,P0048,1,51.56,51.56
OI000223_1,ORD000223,P0003,3,60.72,182.16
OI000223_2,ORD000223,P0044,3,136.57,409.71
OI000223_3,ORD000223,P0070,2,69.32,138.64
OI000223_4,ORD000223,P0053,2,129.22,258.44
OI000224_1,ORD000224,P0081,1,59.0,59.0
OI000224_2,ORD000224,P0033,1,81.28,81.28
OI000224_3,ORD000224,P0030,4,34.08,136.32
OI000225_1,ORD000225,P0006,3,138.79,416.37
OI000226_1,ORD000226,P0051,2,111.2,222.4
OI000226_2,ORD000226,P0064,1,153.17,153.17
OI000227_1,ORD000227,P0018,3,150.9,452.7
OI000227_2,ORD000227,P0073,3,184.72,554.16
OI000227_3,ORD000227,P0065,4,179.4,717.6
OI000227_4,ORD000227,P0084,1,105.27,105.27
OI000228_1,ORD000228,P0007,4,71.49,285.96
OI000228_2,ORD000228,P0012,3,117.8,353.4
OI000228_3,ORD000228,P0033,3,81.28,243.84
OI000229_1,ORD000229,P0055,1,61.33,61.33
OI000229_2,ORD000229,P0048,4,51.56,206.24
OI000229_3,ORD000229,P0021,2,131.47,262.94
OI000229_4,ORD000229,P0059,2,37.27,74.54
OI000230_1,ORD000230,P0047,4,191.09,764.36
OI000230_2,ORD000230,P0061,4,22.39,89.56
OI000231_1,ORD000231,P0065,3,179.4,538.2
OI000231_2,ORD000231,P0039,2,142.99,285.98
OI000231_3,ORD000231,P0020,4,173.97,695.88
OI000231_4,ORD000231,P0015,4,112.2,448.8
OI000232_1,ORD000232,P0044,4,136.57,546.28
OI000232_2,ORD000232,P0092,3,133.23,399.69
OI000232_3,ORD000232,P0003,3,60.72,182.16
OI000232_4,ORD000232,P0030,1,34.08,34.08
OI000233_1,ORD000233,P0100,1,54.24,54.24
OI000234_1,ORD000234,P0005,3,112.77,338.31
OI000234_2,ORD000234,P0030,3,34.08,102.24
OI000234_3,ORD000234,P0065,2,179.4,358.8
OI000235_1,ORD000235,P0074,3,97.13,291.39
OI000235_2,ORD000235,P0078,3,169.69,509.07
OI000235_3,ORD000235,P0093,3,30.0,90.0
OI000235_4,ORD000235,P0060,4,72.63,290.52
OI000236_1,ORD000236,P0061,4,22.39,89.56
OI000236_2,ORD000236,P0035,3,97.37,292.11
OI000236_3,ORD000236,P0099,4,138.6,554.4
OI000237_1,ORD000237,P0067,2,7.73,15.46
OI000237_2,ORD000237,P0039,2,142.99,285.98
OI000237_3,ORD000237,P0064,2,153.17,306.34
OI000237_4,ORD000237,P0093,2,30.0,60.0
OI000238_1,ORD000238,P0091,4,38.31,153.24
OI000238_2,ORD000238,P0095,1,41.13,41.13
OI000238_3,ORD000238,P0043,1,68.42,68.42
OI000238_4,ORD000238,P0060,2,72.63,145.26
OI000239_1,ORD000239,P0087,3,83.61,250.83
OI000240_1,ORD000240,P0097,1,156.58,156.58
OI000240_2,ORD000240,P0039,3,142.99,428.97
OI000240_3,ORD000240,P0043,3,68.42,205.26
OI000241_1,ORD000241,P0059,4,37.27,149.08
OI000241_2,ORD000241,P0094,4,188.21,752.84
OI000241_3,ORD000241,P0013,3,71.44,214.32
OI000242_1,ORD000242,P0091,4,38.31,153.24
OI000242_2,ORD000242,P0075,4,127.46,509.84
OI000243_1,ORD000243,P0086,2,31.04,62.08
OI000243_2,ORD000243,P0017,4,61.56,246.24
OI000244_1,ORD000244,P0053,3,129.22,387.66
OI000244_2,ORD000244,P0034,3,118.58,355.74
OI000245_1,ORD000245,P0028,3,104.91,314.73
OI000245_2,ORD000245,P0098,2,133.13,266.26
OI000245_3,ORD000245,P0083,3,25.24,75.72
OI000245_4,ORD000245,P0064,4,153.17,612.68
OI000246_1,ORD000246,P0026,3,40.63,121.89
OI000246_2,ORD000246,P0082,4,44.76,179.04
OI000246_3,ORD000246,P0023,3,149.87,449.61
OI000247_1,ORD000247,P0031,3,41.42,124.26
OI000247_2,ORD000247,P0100,1,54.24,54.24
OI000247_3,ORD000247,P0073,1,184.72,184.72
OI000247_4,ORD000247,P0044,2,136.57,273.14
OI000248_1,ORD000248,P0070,4,69.32,277.28
OI000248_2,ORD000248,P0005,2,112.77,225.54
OI000248_3,ORD000248,P0077,1,90.68,90.68
OI000248_4,ORD000248,P0014,4,12.88,51.52
OI000249_1,ORD000249,P0069,4,106.21,424.84
OI000249_2,ORD000249,P0026,1,40.63,40.63
OI000250_1,ORD000250,P0050,3,79.22,237.66
OI000250_2,ORD000250,P0047,4,191.09,764.36
OI000251_1,ORD000251,P0022,4,70.65,282.6
OI000251_2,ORD000251,P0040,3,27.38,82.14
OI000251_3,ORD000251,P0062,2,112.08,224.16
OI000252_1,ORD000252,P0089,4,32.38,129.52
OI000252_2,ORD000252,P0008,2,36.13,72.26
OI000252_3,ORD000252,P0006,2,138.79,277.58
OI000252_4,ORD000252,P0024,3,21.59,64.77
OI000253_1,ORD000253,P0061,1,22.39,22.39
OI000253_2,ORD000253,P0067,4,7.73,30.92
OI000254_1,ORD000254,P0023,4,149.87,599.48
OI000254_2,ORD000254,P0073,4,184.72,738.88
OI000255_1,ORD000255,P0050,1,79.22,79.22
OI000255_2,ORD000255,P0090,2,155.64,311.28
OI000256_1,ORD000256,P0016,2,161.33,322.66
OI000257_1,ORD000257,P0047,4,191.09,764.36
OI000257_2,ORD000257,P0038,2,17.33,34.66
OI000257_3,ORD000257,P0039,3,142.99,428.97
OI000258_1,ORD000258,P0001,3,144.87,434.61
OI000258_2,ORD000258,P0083,3,25.24,75.72
OI000259_1,ORD000259,P0067,1,7.73,7.73
OI000259_2,ORD000259,P0015,4,112.2,448.8
OI000260_1,ORD000260,P0066,1,174.67,174.67
OI000261_1,ORD000261,P0022,4,70.65,282.6
OI000261_2,ORD000261,P0010,3,32.29,96.87
OI000261_3,ORD000261,P0083,2,25.24,50.48
OI000262_1,ORD000262,P0038,3,17.33,51.99
OI000262_2,ORD000262,P0066,4,174.67,698.68
OI000262_3,ORD000262,P0067,1,7.73,7.73
OI000263_1,ORD000263,P0070,3,69.32,207.96
OI000263_2,ORD000263,P0036,2,21.34,42.68
OI000263_3,ORD000263,P0047,1,191.09,191.09
OI000264_1,ORD000264,P0049,1,188.99,188.99
OI000264_2,ORD000264,P0036,2,21.34,42.68
OI000264_3,ORD000264,P0071,2,34.61,69.22
OI000265_1,ORD000265,P0094,1,188.21,188.21
OI000265_2,ORD000265,P0097,3,156.58,469.74
OI000266_1,ORD000266,P0061,4,22.39,89.56
OI000267_1,ORD000267,P0047,1,191.09,191.09
OI000267_2,ORD000267,P0089,1,32.38,32.38
OI000267_3,ORD000267,P0060,1,72.63,72.63
OI000268_1,ORD000268,P0061,3,22.39,67.17
OI000269_1,ORD000269,P0099,4,138.6,554.4
OI000269_2,ORD000269,P0098,2,133.13,266.26
OI000269_3,ORD000269,P0026,4,40.63,162.52
OI000269_4,ORD000269,P0070,1,69.32,69.32
OI000270_1,ORD000270,P0073,2,184.72,369.44
OI000270_2,ORD000270,P0084,1,105.27,105.27
OI000271_1,ORD000271,P0018,3,150.9,452.7
OI000271_2,ORD000271,P0083,4,25.24,100.96
OI000272_1,ORD000272,P0067,1,7.73,7.73
OI000272_2,ORD000272,P0025,1,111.24,111.24
OI000272_3,ORD000272,P0089,4,32.38,129.52
OI000272_4,ORD000272,P0077,4,90.68,362.72
OI000273_1,ORD000273,P0061,2,22.39,44.78
OI000273_2,ORD000273,P0080,3,46.24,138.72
OI000274_1,ORD000274,P0002,2,29.1,58.2
OI000275_1,ORD000275,P0033,1,81.28,81.28
OI000275_2,ORD000275,P0066,1,174.67,174.67
OI000276_1,ORD000276,P0036,1,21.34,21.34
OI000277_1,ORD000277,P0011,3,19.61,58.83
OI000277_2,ORD000277,P0001,1,144.87,144.87
OI000277_3,ORD000277,P0027,4,133.01,532.04
OI000277_4,ORD000277,P0032,1,96.44,96.44
OI000278_1,ORD000278,P0050,4,79.22,316.88
OI000278_2,ORD000278,P0056,4,66.57,266.28
OI000278_3,ORD000278,P0036,1,21.34,21.34
OI000278_4,ORD000278,P0015,3,112.2,336.6
OI000279_1,ORD000279,P0099,3,138.6,415.8
OI000279_2,ORD000279,P0063,4,168.76,675.04
OI000279_3,ORD000279,P0085,1,78.24,78.24
OI000280_1,ORD000280,P0014,4,12.88,51.52
OI000280_2,ORD000280,P0007,1,71.49,71.49
OI000280_3,ORD000280,P0024,4,21.59,86.36
OI000281_1,ORD000281,P0043,2,68.42,136.84
OI000282_1,ORD000282,P0084,3,105.27,315.81
OI000282_2,ORD000282,P0082,2,44.76,89.52
OI000283_1,ORD000283,P0070,1,69.32,69.32
OI000283_2,ORD000283,P0016,2,161.33,322.66
OI000283_3,ORD000283,P0022,4,70.65,282.6
OI000284_1,ORD000284,P0091,1,38.31,38.31
OI000284_2,ORD000284,P0058,2,17.55,35.1
OI000284_3,ORD000284,P0098,3,133.13,399.39
OI000284_4,ORD000284,P0095,3,41.13,123.39
OI000285_1,ORD000285,P0027,2,133.01,266.02
OI000285_2,ORD000285,P0043,3,68.42,205.26
OI000286_1,ORD000286,P0005,4,112.77,451.08
OI000286_2,ORD000286,P0076,3,113.02,339.06
OI000286_3,ORD000286,P0001,4,144.87,579.48
OI000287_1,ORD000287,P0069,4,106.21,424.84
OI000288_1,ORD000288,P0019,1,113.33,113.33
OI000288_2,ORD000288,P0095,1,41.13,41.13
OI000288_3,ORD000288,P0028,2,104.91,209.82
OI000289_1,ORD000289,P0098,2,133.13,266.26
OI000290_1,ORD000290,P0045,3,57.8,173.4
OI000290_2,ORD000290,P0049,4,188.99,755.96
OI000291_1,ORD000291,P0061,2,22.39,44.78
OI000292_1,ORD000292,P0032,4,96.44,385.76
OI000292_2,ORD000292,P0048,4,51.56,206.24
OI000292_3,ORD000292,P0081,3,59.0,177.0
OI000293_1,ORD000293,P0088,4,149.11,596.44
OI000293_2,ORD000293,P0086,1,31.04,31.04
OI000293_3,ORD000293,P0064,4,153.17,612.68
OI000294_1,ORD000294,P0056,4,66.57,266.28
OI000295_1,ORD000295,P0097,3,156.58,469.74
OI000295_2,ORD000295,P0038,2,17.33,34.66
OI000295_3,ORD000295,P0039,2,142.99,285.98
OI000295_4,ORD000295,P0037,1,102.41,102.41
OI000296_1,ORD000296,P0046,3,92.22,276.66
OI000296_2,ORD000296,P0092,3,133.23,399.69
OI000296_3,ORD000296,P0062,2,112.08,224.16
OI000297_1,ORD000297,P0029,1,152.06,152.06
OI000297_2,ORD000297,P0050,1,79.22,79.22
OI000297_3,ORD000297,P0008,2,36.13,72.26
OI000297_4,ORD000297,P0051,4,111.2,444.8
OI000298_1,ORD000298,P0002,4,29.1,116.4
OI000298_2,ORD000298,P0040,1,27.38,27.38
OI000298_3,ORD000298,P0012,1,117.8,117.8
OI000299_1,ORD000299,P0017,4,61.56,246.24
OI000299_2,ORD000299,P0025,3,111.24,333.72
OI000299_3,ORD000299,P0046,2,92.22,184.44
OI000300_1,ORD000300,P0056,4,66.57,266.28
OI000300_2,ORD000300,P0014,3,12.88,38.64
OI000300_3,ORD000300,P0044,1,136.57,136.57
OI000300_4,ORD000300,P0010,4,32.29,129.16
OI000301_1,ORD000301,P0035,2,97.37,194.74
OI000301_2,ORD000301,P0025,2,111.24,222.48
OI000301_3,ORD000301,P0078,4,169.69,678.76
OI000301_4,ORD000301,P0080,3,46.24,138.72
OI000302_1,ORD000302,P0012,1,117.8,117.8
OI000302_2,ORD000302,P0054,4,94.23,376.92
OI000302_3,ORD000302,P0037,3,102.41,307.23
OI000303_1,ORD000303,P0034,4,118.58,474.32
OI000304_1,ORD000304,P0094,2,188.21,376.42
OI000304_2,ORD000304,P0021,1,131.47,131.47
OI000305_1,ORD000305,P0007,4,71.49,285.96
OI000305_2,ORD000305,P0092,1,133.23,133.23
OI000306_1,ORD000306,P0047,3,191.09,573.27
OI000306_2,ORD000306,P0029,2,152.06,304.12
OI000307_1,ORD000307,P0002,1,29.1,29.1
OI000307_2,ORD000307,P0051,1,111.2,111.2
OI000307_3,ORD000307,P0062,3,112.08,336.24
OI000307_4,ORD000307,P0016,3,161.33,483.99
OI000308_1,ORD000308,P0098,4,133.13,532.52
OI000308_2,ORD000308,P0032,4,96.44,385.76
OI000309_1,ORD000309,P0019,3,113.33,339.99
OI000309_2,ORD000309,P0048,2,51.56,103.12
OI000310_1,ORD000310,P0082,2,44.76,89.52
OI000310_2,ORD000310,P0039,2,142.99,285.98
OI000311_1,ORD000311,P0081,2,59.0,118.0
OI000311_2,ORD000311,P0064,4,153.17,612.68
OI000311_3,ORD000311,P0070,1,69.32,69.32
OI000312_1,ORD000312,P0077,3,90.68,272.04
OI000313_1,ORD000313,P0043,2,68.42,136.84
OI000313_2,ORD000313,P0046,1,92.22,92.22
OI000313_3,ORD000313,P0093,4,30.0,120.0
OI000313_4,ORD000313,P0053,3,129.22,387.66
OI000314_1,ORD000314,P0097,4,156.58,626.32
OI000314_2,ORD000314,P0028,2,104.91,209.82
OI000315_1,ORD000315,P0048,3,51.56,154.68
OI000315_2,ORD000315,P0079,3,139.87,419.61
OI000316_1,ORD000316,P0080,3,46.24,138.72
OI000316_2,ORD000316,P0034,4,118.58,474.32
OI000317_1,ORD000317,P0019,4,113.33,453.32
OI000317_2,ORD000317,P0085,1,78.24,78.24
OI000317_3,ORD000317,P0026,3,40.63,121.89
OI000317_4,ORD000317,P0008,3,36.13,108.39
OI000318_1,ORD000318,P0059,4,37.27,149.08
OI000319_1,ORD000319,P0053,3,129.22,387.66
OI000319_2,ORD000319,P0094,3,188.21,564.63
OI000320_1,ORD000320,P0030,2,34.08,68.16
OI000321_1,ORD000321,P0047,4,191.09,764.36
OI000321_2,ORD000321,P0055,2,61.33,122.66
OI000321_3,ORD000321,P0092,1,133.23,133.23
OI000321_4,ORD000321,P0084,2,105.27,210.54
OI000322_1,ORD000322,P0096,4,69.19,276.76
OI000322_2,ORD000322,P0008,2,36.13,72.26
OI000323_1,ORD000323,P0070,3,69.32,207.96
OI000323_2,ORD000323,P0048,1,51.56,51.56
OI000323_3,ORD000323,P0023,4,149.87,599.48
OI000323_4,ORD000323,P0028,4,104.91,419.64
OI000324_1,ORD000324,P0050,2,79.22,158.44
OI000324_2,ORD000324,P0004,2,176.41,352.82
OI000324_3,ORD000324,P0068,2,99.69,199.38
OI000324_4,ORD000324,P0036,2,21.34,42.68
OI000325_1,ORD000325,P0099,2,138.6,277.2
OI000325_2,ORD000325,P0063,4,168.76,675.04
OI000325_3,ORD000325,P0004,1,176.41,176.41
OI000326_1,ORD000326,P0072,3,24.01,72.03
OI000326_2,ORD000326,P0011,4,19.61,78.44
OI000326_3,ORD000326,P0050,1,79.22,79.22
OI000327_1,ORD000327,P0098,3,133.13,399.39
OI000327_2,ORD000327,P0047,4,191.09,764.36
OI000327_3,ORD000327,P0050,3,79.22,237.66
OI000328_1,ORD000328,P0003,2,60.72,121.44
OI000328_2,ORD000328,P0056,3,66.57,199.71
OI000328_3,ORD000328,P0034,2,118.58,237.16
OI000328_4,ORD000328,P0008,2,36.13,72.26
OI000329_1,ORD000329,P0024,2,21.59,43.18
OI000330_1,ORD000330,P0010,3,32.29,96.87
OI000330_2,ORD000330,P0070,1,69.32,69.32
OI000331_1,ORD000331,P0091,1,38.31,38.31
OI000332_1,ORD000332,P0031,4,41.42,165.68
OI000332_2,ORD000332,P0070,1,69.32,69.32
OI000332_3,ORD000332,P0004,4,176.41,705.64
OI000333_1,ORD000333,P0061,4,22.39,89.56
OI000333_2,ORD000333,P0072,1,24.01,24.01
OI000333_3,ORD000333,P0003,2,60.72,121.44
OI000334_1,ORD000334,P0024,3,21.59,64.77
OI000335_1,ORD000335,P0037,4,102.41,409.64
OI000335_2,ORD000335,P0014,1,12.88,12.88
OI000336_1,ORD000336,P0025,1,111.24,111.24
OI000337_1,ORD000337,P0060,1,72.63,72.63
OI000338_1,ORD000338,P0008,2,36.13,72.26
OI000338_2,ORD000338,P0067,1,7.73,7.73
OI000339_1,ORD000339,P0054,2,94.23,188.46
OI000339_2,ORD000339,P0088,2,149.11,298.22
OI000340_1,ORD000340,P0092,3,133.23,399.69
OI000341_1,ORD000341,P0085,1,78.24,78.24
OI000341_2,ORD000341,P0029,2,152.06,304.12
OI000341_3,ORD000341,P0081,3,59.0,177.0
OI000342_1,ORD000342,P0032,1,96.44,96.44
OI000342_2,ORD000342,P0096,1,69.19,69.19
OI000342_3,ORD000342,P0088,3,149.11,447.33
OI000342_4,ORD000342,P0068,3,99.69,299.07
OI000343_1,ORD000343,P0054,3,94.23,282.69
OI000343_2,ORD000343,P0026,4,40.63,162.52
OI000343_3,ORD000343,P0094,3,188.21,564.63
OI000343_4,ORD000343,P0020,3,173.97,521.91
OI000344_1,ORD000344,P0061,1,22.39,22.39
OI000344_2,ORD000344,P0079,4,139.87,559.48
OI000345_1,ORD000345,P0030,1,34.08,34.08
OI000346_1,ORD000346,P0080,1,46.24,46.24
OI000346_2,ORD000346,P0056,4,66.57,266.28
OI000346_3,ORD000346,P0007,3,71.49,214.47
OI000347_1,ORD000347,P0085,1,78.24,78.24
OI000347_2,ORD000347,P0042,2,31.1,62.2
OI000348_1,ORD000348,P0048,2,51.56,103.12
OI000348_2,ORD000348,P0047,2,191.09,382.18
OI000348_3,ORD000348,P0059,2,37.27,74.54
OI000348_4,ORD000348,P0051,1,111.2,111.2
OI000349_1,ORD000349,P0032,1,96.44,96.44
OI000349_2,ORD000349,P0044,4,136.57,546.28
OI000350_1,ORD000350,P0070,4,69.32,277.28
OI000350_2,ORD000350,P0013,4,71.44,285.76
OI000351_1,ORD000351,P0021,4,131.47,525.88
OI000351_2,ORD000351,P0066,2,174.67,349.34
OI000352_1,ORD000352,P0094,1,188.21,188.21
OI000352_2,ORD000352,P0046,4,92.22,368.88
OI000352_3,ORD000352,P0072,1,24.01,24.01
OI000353_1,ORD000353,P0033,2,81.28,162.56
OI000353_2,ORD000353,P0069,2,106.21,212.42
OI000353_3,ORD000353,P0027,2,133.01,266.02
OI000353_4,ORD000353,P0051,2,111.2,222.4
OI000354_1,ORD000354,P0082,1,44.76,44.76
OI000354_2,ORD000354,P0063,2,168.76,337.52
OI000354_3,ORD000354,P0033,1,81.28,81.28
OI000354_4,ORD000354,P0088,3,149.11,447.33
OI000355_1,ORD000355,P0018,1,150.9,150.9
OI000355_2,ORD000355,P0048,2,51.56,103.12
OI000356_1,ORD000356,P0055,3,61.33,183.99
OI000357_1,ORD000357,P0079,3,139.87,419.61
OI000357_2,ORD000357,P0024,3,21.59,64.77
OI000357_3,ORD000357,P0070,4,69.32,277.28
OI000357_4,ORD000357,P0088,3,149.11,447.33
OI000358_1,ORD000358,P0039,3,142.99,428.97
OI000358_2,ORD000358,P0051,1,111.2,111.2
OI000358_3,ORD000358,P0083,2,25.24,50.48
OI000358_4,ORD000358,P0094,3,188.21,564.63
OI000359_1,ORD000359,P0050,4,79.22,316.88
OI000359_2,ORD000359,P0062,4,112.08,448.32
OI000360_1,ORD000360,P0034,4,118.58,474.32
OI000360_2,ORD000360,P0078,2,169.69,339.38
OI000360_3,ORD000360,P0080,1,46.24,46.24
OI000361_1,ORD000361,P0040,3,27.38,82.14
OI000362_1,ORD000362,P0025,3,111.24,333.72
OI000362_2,ORD000362,P0081,2,59.0,118.0
OI000362_3,ORD000362,P0020,1,173.97,173.97
OI000363_1,ORD000363,P0070,1,69.32,69.32
OI000363_2,ORD000363,P0023,2,149.87,299.74
OI000364_1,ORD000364,P0037,1,102.41,102.41
OI000364_2,ORD000364,P0056,1,66.57,66.57
OI000365_1,ORD000365,P0037,1,102.41,102.41
OI000365_2,ORD000365,P0091,2,38.31,76.62
OI000365_3,ORD000365,P0055,2,61.33,122.66
OI000366_1,ORD000366,P0089,1,32.38,32.38
OI000366_2,ORD000366,P0060,4,72.63,290.52
OI000366_3,ORD000366,P0088,2,149.11,298.22
OI000367_1,ORD000367,P0064,4,153.17,612.68
OI000368_1,ORD000368,P0041,1,31.15,31.15
OI000368_2,ORD000368,P0054,2,94.23,188.46
OI000369_1,ORD000369,P0093,3,30.0,90.0
OI000369_2,ORD000369,P0040,1,27.38,27.38
OI000369_3,ORD000369,P0006,1,138.79,138.79
OI000370_1,ORD000370,P0089,4,32.38,129.52
OI000370_2,ORD000370,P0041,3,31.15,93.45
OI000371_1,ORD000371,P0086,3,31.04,93.12
OI000371_2,ORD000371,P0042,2,31.1,62.2
OI000371_3,ORD000371,P0046,3,92.22,276.66
OI000371_4,ORD000371,P0065,2,179.4,358.8
OI000372_1,ORD000372,P0007,2,71.49,142.98
OI000372_2,ORD000372,P0013,4,71.44,285.76
OI000373_1,ORD000373,P0076,1,113.02,113.02
OI000374_1,ORD000374,P0065,1,179.4,179.4
OI000375_1,ORD000375,P0009,1,47.47,47.47
OI000375_2,ORD000375,P0099,4,138.6,554.4
OI000375_3,ORD000375,P0010,4,32.29,129.16
OI000375_4,ORD000375,P0066,4,174.67,698.68
OI000376_1,ORD000376,P0082,1,44.76,44.76
OI000377_1,ORD000377,P0078,1,169.69,169.69
OI000377_2,ORD000377,P0071,3,34.61,103.83
OI000377_3,ORD000377,P0019,3,113.33,339.99
OI000378_1,ORD000378,P0002,2,29.1,58.2
OI000379_1,ORD000379,P0046,4,92.22,368.88
OI000379_2,ORD000379,P0057,2,113.45,226.9
OI000379_3,ORD000379,P0030,3,34.08,102.24
OI000379_4,ORD000379,P0047,4,191.09,764.36
OI000380_1,ORD000380,P0040,4,27.38,109.52
OI000380_2,ORD000380,P0074,4,97.13,388.52
OI000381_1,ORD000381,P0029,2,152.06,304.12
OI000381_2,ORD000381,P0057,4,113.45,453.8
OI000382_1,ORD000382,P0068,4,99.69,398.76
OI000382_2,ORD000382,P0086,3,31.04,93.12
OI000383_1,ORD000383,P0033,1,81.28,81.28
OI000383_2,ORD000383,P0095,2,41.13,82.26
OI000383_3,ORD000383,P0086,4,31.04,124.16
OI000384_1,ORD000384,P0026,1,40.63,40.63
OI000384_2,ORD000384,P0097,2,156.58,313.16
OI000384_3,ORD000384,P0010,1,32.29,32.29
OI000385_1,ORD000385,P0052,4,86.55,346.2
OI000386_1,ORD000386,P0036,2,21.34,42.68
OI000387_1,ORD000387,P0073,3,184.72,554.16
OI000387_2,ORD000387,P0071,4,34.61,138.44
OI000387_3,ORD000387,P0100,2,54.24,108.48
OI000388_1,ORD000388,P0039,1,142.99,142.99
OI000388_2,ORD000388,P0083,1,25.24,25.24
OI000388_3,ORD000388,P0040,3,27.38,82.14
OI000388_4,ORD000388,P0073,1,184.72,184.72
OI000389_1,ORD000389,P0035,2,97.37,194.74
OI000389_2,ORD000389,P0044,3,136.57,409.71
OI000389_3,ORD000389,P0042,4,31.1,124.4
OI000389_4,ORD000389,P0037,3,102.41,307.23
OI000390_1,ORD000390,P0050,3,79.22,237.66
OI000390_2,ORD000390,P0022,1,70.65,70.65
OI000391_1,ORD000391,P0073,3,184.72,554.16
OI000391_2,ORD000391,P0079,4,139.87,559.48
OI000391_3,ORD000391,P0006,1,138.79,138.79
OI000392_1,ORD000392,P0081,3,59.0,177.0
OI000393_1,ORD000393,P0021,1,131.47,131.47
OI000393_2,ORD000393,P0020,3,173.97,521.91
OI000394_1,ORD000394,P0061,3,22.39,67.17
OI000395_1,ORD000395,P0003,4,60.72,242.88
OI000396_1,ORD000396,P0004,1,176.41,176.41
OI000396_2,ORD000396,P0069,2,106.21,212.42
OI000396_3,ORD000396,P0092,2,133.23,266.46
OI000396_4,ORD000396,P0044,4,136.57,546.28
OI000397_1,ORD000397,P0094,4,188.21,752.84
OI000397_2,ORD000397,P0005,4,112.77,451.08
OI000397_3,ORD000397,P0099,3,138.6,415.8
OI000397_4,ORD000397,P0055,2,61.33,122.66
OI000398_1,ORD000398,P0040,2,27.38,54.76
OI000398_2,ORD000398,P0032,2,96.44,192.88
OI000398_3,ORD000398,P0017,3,61.56,184.68
OI000399_1,ORD000399,P0018,3,150.9,452.7
OI000399_2,ORD000399,P0043,2,68.42,136.84
OI000399_3,ORD000399,P0013,3,71.44,214.32
OI000399_4,ORD000399,P0020,1,173.97,173.97
OI000400_1,ORD000400,P0026,4,40.63,162.52
OI000400_2,ORD000400,P0059,3,37.27,111.81
OI000401_1,ORD000401,P0041,4,31.15,124.6
OI000401_2,ORD000401,P0088,4,149.11,596.44
OI000401_3,ORD000401,P0060,1,72.63,72.63
OI000402_1,ORD000402,P0067,2,7.73,15.46
OI000402_2,ORD000402,P0092,4,133.23,532.92
OI000402_3,ORD000402,P0051,2,111.2,222.4
OI000403_1,ORD000403,P0059,1,37.27,37.27
OI000403_2,ORD000403,P0100,4,54.24,216.96
OI000403_3,ORD000403,P0079,2,139.87,279.74
OI000404_1,ORD000404,P0053,2,129.22,258.44
OI000404_2,ORD000404,P0091,3,38.31,114.93
OI000405_1,ORD000405,P0016,3,161.33,483.99
OI000405_2,ORD000405,P0055,1,61.33,61.33
OI000406_1,ORD000406,P0050,2,79.22,158.44
OI000406_2,ORD000406,P0005,3,112.77,338.31
OI000407_1,ORD000407,P0033,2,81.28,162.56
OI000408_1,ORD000408,P0078,4,169.69,678.76
OI000408_2,ORD000408,P0004,2,176.41,352.82
OI000408_3,ORD000408,P0055,2,61.33,122.66
OI000409_1,ORD000409,P0053,3,129.22,387.66
OI000410_1,ORD000410,P0029,3,152.06,456.18
OI000411_1,ORD000411,P0041,1,31.15,31.15
OI000411_2,ORD000411,P0100,1,54.24,54.24
OI000411_3,ORD000411,P0087,3,83.61,250.83
OI000411_4,ORD000411,P0004,1,176.41,176.41
OI000412_1,ORD000412,P0098,2,133.13,266.26
OI000412_2,ORD000412,P0033,3,81.28,243.84
OI000413_1,ORD000413,P0030,2,34.08,68.16
OI000413_2,ORD000413,P0017,4,61.56,246.24
OI000413_3,ORD000413,P0059,3,37.27,111.81
OI000414_1,ORD000414,P0047,3,191.09,573.27
OI000415_1,ORD000415,P0046,3,92.22,276.66
OI000415_2,ORD000415,P0018,1,150.9,150.9
OI000416_1,ORD000416,P0017,4,61.56,246.24
OI000417_1,ORD000417,P0038,3,17.33,51.99
OI000418_1,ORD000418,P0077,4,90.68,362.72
