ReviewID,OrderID,CustomerID,ProductID,ReviewDate,Rating,ReviewText,RecommendationFlag
REV000290,ORD000818,CUST000296,P0081,2026-05-25,5,Perfect fit and very useful for training.,True
REV000291,ORD001012,CUST000019,P0025,2026-05-12,1,Delivery was very late and customer support was slow.,False
REV000292,ORD000479,CUST000257,P0068,2026-05-04,4,"Great product, good packaging, and smooth ordering experience.",True
REV000293,ORD000005,CUST000073,P0048,2026-05-24,4,Perfect fit and very useful for training.,True
REV000294,ORD000382,CUST000462,P0013,2026-05-29,4,Perfect fit and very useful for training.,True
REV000295,ORD000691,CUST000212,P0041,2026-05-11,2,The product is not worth the price.,False
REV000296,ORD000057,CUST000208,P0093,2026-05-14,3,It works as expected.,True
REV000297,ORD000859,CUST000408,P0026,2026-05-12,2,Poor quality and the item arrived damaged.,False
REV000298,ORD000765,CUST000014,P0017,2026-05-08,3,"The product is fine, but packaging can be improved.",False
REV000299,ORD000347,CUST000212,P0037,2026-05-25,3,"Average quality, not bad but not excellent.",False
REV000300,ORD000999,CUST000421,P0086,2026-05-29,1,Wrong item received and return process was difficult.,False
REV000301,ORD000160,CUST000080,P0039,2026-05-12,4,Perfect fit and very useful for training.,True
REV000302,ORD000275,CUST000359,P0071,2026-05-10,1,Delivery was very late and customer support was slow.,False
REV000303,ORD000012,CUST000187,P0018,2026-05-17,2,Delivery was very late and customer support was slow.,False
REV000304,ORD000675,CUST000083,P0090,2026-05-18,1,Delivery was very late and customer support was slow.,False
REV000305,ORD000732,CUST000274,P0005,2026-05-13,3,"Average quality, not bad but not excellent.",False
REV000306,ORD000308,CUST000053,P0035,2026-05-30,4,The product quality is better than expected.,True
REV000307,ORD000840,CUST000470,P0006,2026-05-27,2,Delivery was very late and customer support was slow.,False
REV000308,ORD000370,CUST000291,P0021,2026-05-15,4,Perfect fit and very useful for training.,True
REV000309,ORD001119,CUST000031,P0041,2026-05-13,3,"The product is fine, but packaging can be improved.",True
REV000310,ORD000493,CUST000349,P0080,2026-05-09,1,Payment failed twice and the order process was frustrating.,False
REV000311,ORD000912,CUST000347,P0030,2026-05-10,4,Excellent quality and fast delivery. I highly recommend this product.,True
REV000312,ORD001112,CUST000450,P0045,2026-05-19,4,The product quality is better than expected.,True
REV000313,ORD000307,CUST000141,P0099,2026-05-25,1,Wrong item received and return process was difficult.,False
REV000314,ORD000168,CUST000131,P0074,2026-05-08,3,"Product is okay, but delivery took a little longer.",False
REV000315,ORD000983,CUST000146,P0077,2026-05-14,5,Very comfortable and worth the price. I will buy again.,True
REV000316,ORD000755,CUST000175,P0032,2026-05-28,3,"Average quality, not bad but not excellent.",True
REV000317,ORD001084,CUST000137,P0074,2026-05-12,1,Delivery was very late and customer support was slow.,False
REV000318,ORD000270,CUST000328,P0087,2026-05-02,5,Perfect fit and very useful for training.,True
REV000319,ORD000727,CUST000331,P0035,2026-05-24,4,"Great product, good packaging, and smooth ordering experience.",True
REV000320,ORD000708,CUST000378,P0004,2026-05-15,1,Poor quality and the item arrived damaged.,False
REV000321,ORD001076,CUST000292,P0070,2026-05-28,5,Very comfortable and worth the price. I will buy again.,True
REV000322,ORD000054,CUST000070,P0083,2026-05-20,3,"Good product, but the size guide was confusing.",False
REV000323,ORD000647,CUST000067,P0033,2026-05-16,3,"Product is okay, but delivery took a little longer.",True
REV000324,ORD001103,CUST000492,P0003,2026-05-09,1,Wrong item received and return process was difficult.,False
REV000325,ORD000266,CUST000123,P0089,2026-05-16,3,"Good product, but the size guide was confusing.",True
REV000326,ORD000340,CUST000306,P0035,2026-05-16,1,Payment failed twice and the order process was frustrating.,False
REV000327,ORD000664,CUST000365,P0098,2026-05-18,5,Very comfortable and worth the price. I will buy again.,True
REV000328,ORD000567,CUST000372,P0032,2026-05-04,4,The product quality is better than expected.,True
REV000329,ORD001183,CUST000474,P0053,2026-05-06,5,"Great product, good packaging, and smooth ordering experience.",True
REV000330,ORD000016,CUST000004,P0003,2026-05-25,3,"The product is fine, but packaging can be improved.",True
REV000331,ORD000557,CUST000086,P0086,2026-05-21,5,Excellent quality and fast delivery. I highly recommend this product.,True
REV000332,ORD000172,CUST000452,P0096,2026-05-15,3,"The product is fine, but packaging can be improved.",False
REV000333,ORD000169,CUST000279,P0096,2026-05-22,1,Poor quality and the item arrived damaged.,False
REV000334,ORD000134,CUST000329,P0032,2026-05-26,2,The product is not worth the price.,False
REV000335,ORD000491,CUST000118,P0099,2026-05-03,5,Perfect fit and very useful for training.,True
REV000336,ORD000224,CUST000423,P0055,2026-05-22,4,The product quality is better than expected.,True
REV000337,ORD000149,CUST000454,P0064,2026-05-24,3,"Average quality, not bad but not excellent.",True
REV000338,ORD000235,CUST000330,P0052,2026-05-22,1,Poor quality and the item arrived damaged.,False
REV000339,ORD000204,CUST000491,P0026,2026-05-28,3,"Good product, but the size guide was confusing.",True
REV000340,ORD000497,CUST000166,P0024,2026-05-27,3,It works as expected.,False
REV000341,ORD001072,CUST000209,P0038,2026-05-22,4,The product quality is better than expected.,True
REV000342,ORD000192,CUST000451,P0066,2026-05-22,3,"Product is okay, but delivery took a little longer.",False
REV000343,ORD001077,CUST000262,P0012,2026-05-19,5,Very comfortable and worth the price. I will buy again.,True
REV000344,ORD000168,CUST000131,P0014,2026-05-12,3,"Product is okay, but delivery took a little longer.",False
REV000345,ORD000270,CUST000328,P0049,2026-05-04,5,"Great product, good packaging, and smooth ordering experience.",True
REV000346,ORD000732,CUST000274,P0003,2026-05-17,2,Payment failed twice and the order process was frustrating.,False
REV000347,ORD000998,CUST000432,P0019,2026-05-09,3,"Product is okay, but delivery took a little longer.",False
REV000348,ORD001073,CUST000193,P0082,2026-05-22,4,"Great product, good packaging, and smooth ordering experience.",True
REV000349,ORD000956,CUST000349,P0055,2026-05-22,4,The product quality is better than expected.,True
REV000350,ORD000043,CUST000106,P0045,2026-05-17,2,Wrong item received and return process was difficult.,False
REV000351,ORD000542,CUST000444,P0036,2026-05-24,4,The product quality is better than expected.,True
REV000352,ORD000930,CUST000182,P0012,2026-05-21,5,Perfect fit and very useful for training.,True
REV000353,ORD000286,CUST000069,P0038,2026-05-17,4,"Great product, good packaging, and smooth ordering experience.",True
REV000354,ORD000619,CUST000310,P0006,2026-05-20,4,Perfect fit and very useful for training.,True
REV000355,ORD000297,CUST000144,P0029,2026-05-30,5,Perfect fit and very useful for training.,True
REV000356,ORD000182,CUST000470,P0042,2026-05-04,5,Perfect fit and very useful for training.,True
REV000357,ORD000371,CUST000268,P0007,2026-05-15,3,"The product is fine, but packaging can be improved.",False
REV000358,ORD001090,CUST000482,P0052,2026-05-21,5,Very comfortable and worth the price. I will buy again.,True
REV000359,ORD000131,CUST000155,P0097,2026-05-04,3,"Average quality, not bad but not excellent.",True
REV000360,ORD000312,CUST000049,P0064,2026-05-12,5,Very comfortable and worth the price. I will buy again.,True
REV000361,ORD000181,CUST000027,P0015,2026-05-01,4,"Great product, good packaging, and smooth ordering experience.",True
REV000362,ORD001198,CUST000260,P0003,2026-05-11,3,"Good product, but the size guide was confusing.",False
REV000363,ORD001055,CUST000493,P0061,2026-05-06,2,The product is not worth the price.,False
REV000364,ORD000169,CUST000279,P0049,2026-05-03,4,"Great product, good packaging, and smooth ordering experience.",True
REV000365,ORD001192,CUST000031,P0023,2026-05-19,5,The product quality is better than expected.,True
REV000366,ORD000170,CUST000131,P0037,2026-05-16,2,Poor quality and the item arrived damaged.,False
REV000367,ORD000249,CUST000184,P0071,2026-05-17,5,Perfect fit and very useful for training.,True
REV000368,ORD000134,CUST000329,P0073,2026-05-27,3,"Good product, but the size guide was confusing.",True
REV000369,ORD000205,CUST000221,P0099,2026-05-10,5,The product quality is better than expected.,True
REV000370,ORD000194,CUST000469,P0025,2026-05-28,5,Excellent quality and fast delivery. I highly recommend this product.,True
REV000371,ORD000818,CUST000296,P0053,2026-05-16,5,The product quality is better than expected.,True
REV000372,ORD000724,CUST000396,P0040,2026-05-18,5,Excellent quality and fast delivery. I highly recommend this product.,True
REV000373,ORD001079,CUST000297,P0032,2026-05-28,4,Very comfortable and worth the price. I will buy again.,True
REV000374,ORD000233,CUST000119,P0061,2026-05-23,5,Perfect fit and very useful for training.,True
REV000375,ORD001118,CUST000104,P0043,2026-05-21,3,"Average quality, not bad but not excellent.",True
REV000376,ORD000208,CUST000019,P0056,2026-05-17,5,The product quality is better than expected.,True
REV000377,ORD001173,CUST000152,P0027,2026-05-09,3,"Average quality, not bad but not excellent.",False
REV000378,ORD001133,CUST000012,P0027,2026-05-16,1,The product is not worth the price.,False
REV000379,ORD001072,CUST000209,P0025,2026-05-22,2,Delivery was very late and customer support was slow.,False
REV000380,ORD001073,CUST000193,P0081,2026-05-24,3,"Good product, but the size guide was confusing.",True
REV000381,ORD000472,CUST000408,P0012,2026-05-14,5,The product quality is better than expected.,True
REV000382,ORD000867,CUST000289,P0041,2026-05-14,3,It works as expected.,False
REV000383,ORD000984,CUST000324,P0015,2026-05-17,2,Delivery was very late and customer support was slow.,False
REV000384,ORD000362,CUST000311,P0020,2026-05-04,3,"Product is okay, but delivery took a little longer.",True
REV000385,ORD000480,CUST000274,P0063,2026-05-14,3,It works as expected.,False
REV000386,ORD000724,CUST000396,P0011,2026-05-03,4,Excellent quality and fast delivery. I highly recommend this product.,True
REV000387,ORD001095,CUST000011,P0058,2026-05-06,3,"The product is fine, but packaging can be improved.",False
REV000388,ORD000180,CUST000207,P0058,2026-05-25,1,Payment failed twice and the order process was frustrating.,False
REV000389,ORD000396,CUST000488,P0013,2026-05-20,2,Payment failed twice and the order process was frustrating.,False
REV000390,ORD000478,CUST000186,P0001,2026-05-03,3,"The product is fine, but packaging can be improved.",False
REV000391,ORD000436,CUST000044,P0070,2026-05-06,3,"Product is okay, but delivery took a little longer.",False
REV000392,ORD000257,CUST000367,P0021,2026-05-16,3,It works as expected.,False
REV000393,ORD000824,CUST000458,P0026,2026-05-04,3,"Average quality, not bad but not excellent.",True
REV000394,ORD000317,CUST000141,P0058,2026-05-30,4,Very comfortable and worth the price. I will buy again.,True
REV000395,ORD000321,CUST000404,P0025,2026-05-15,5,Perfect fit and very useful for training.,True
REV000396,ORD000871,CUST000218,P0020,2026-05-12,4,"Great product, good packaging, and smooth ordering experience.",True
REV000397,ORD000282,CUST000014,P0028,2026-05-02,4,Excellent quality and fast delivery. I highly recommend this product.,True
REV000398,ORD000864,CUST000004,P0006,2026-05-19,5,Perfect fit and very useful for training.,True
REV000399,ORD000097,CUST000098,P0063,2026-05-26,4,Perfect fit and very useful for training.,True
REV000400,ORD000323,CUST000007,P0082,2026-05-19,1,Poor quality and the item arrived damaged.,False
REV000401,ORD001100,CUST000177,P0090,2026-05-11,5,"Great product, good packaging, and smooth ordering experience.",True
REV000402,ORD000161,CUST000090,P0014,2026-05-11,2,Delivery was very late and customer support was slow.,False
REV000403,ORD000287,CUST000193,P0010,2026-05-12,5,Very comfortable and worth the price. I will buy again.,True
REV000404,ORD000284,CUST000238,P0033,2026-05-07,1,The product is not worth the price.,False
REV000405,ORD000059,CUST000410,P0039,2026-05-30,4,Very comfortable and worth the price. I will buy again.,True
REV000406,ORD000530,CUST000288,P0009,2026-05-25,5,Excellent quality and fast delivery. I highly recommend this product.,True
REV000407,ORD000507,CUST000339,P0082,2026-05-15,4,Perfect fit and very useful for training.,True
REV000408,ORD000888,CUST000123,P0010,2026-05-04,3,It works as expected.,True
REV000409,ORD000085,CUST000115,P0007,2026-05-19,1,Payment failed twice and the order process was frustrating.,False
REV000410,ORD000283,CUST000152,P0049,2026-05-14,2,Payment failed twice and the order process was frustrating.,False
REV000411,ORD001061,CUST000113,P0052,2026-05-11,2,Wrong item received and return process was difficult.,False
REV000412,ORD000101,CUST000178,P0072,2026-05-14,4,Very comfortable and worth the price. I will buy again.,True
REV000413,ORD000507,CUST000339,P0053,2026-05-21,4,Perfect fit and very useful for training.,True
REV000414,ORD000466,CUST000153,P0018,2026-05-12,3,It works as expected.,False
REV000415,ORD000741,CUST000177,P0007,2026-05-09,2,Poor quality and the item arrived damaged.,False
REV000416,ORD000545,CUST000372,P0070,2026-05-25,3,It works as expected.,True
REV000417,ORD001045,CUST000124,P0064,2026-05-26,3,"Product is okay, but delivery took a little longer.",True
REV000418,ORD000711,CUST000218,P0100,2026-05-28,5,"Great product, good packaging, and smooth ordering experience.",True
REV000419,ORD000089,CUST000241,P0052,2026-05-07,3,"Average quality, not bad but not excellent.",False
REV000420,ORD000181,CUST000027,P0058,2026-05-27,3,"Average quality, not bad but not excellent.",True
REV000421,ORD000683,CUST000481,P0058,2026-05-01,1,Wrong item received and return process was difficult.,False
REV000422,ORD000126,CUST000418,P0041,2026-05-07,4,Very comfortable and worth the price. I will buy again.,True
REV000423,ORD001159,CUST000456,P0099,2026-05-07,4,Excellent quality and fast delivery. I highly recommend this product.,True
REV000424,ORD001069,CUST000106,P0022,2026-05-27,3,"The product is fine, but packaging can be improved.",False
REV000425,ORD000349,CUST000235,P0091,2026-05-26,1,Wrong item received and return process was difficult.,False
REV000426,ORD000660,CUST000220,P0001,2026-05-26,5,Perfect fit and very useful for training.,True
REV000427,ORD001182,CUST000275,P0086,2026-05-01,4,Perfect fit and very useful for training.,True
REV000428,ORD000051,CUST000017,P0066,2026-05-15,2,Wrong item received and return process was difficult.,False
REV000429,ORD000873,CUST000251,P0068,2026-05-04,4,Very comfortable and worth the price. I will buy again.,True
REV000430,ORD000543,CUST000268,P0079,2026-05-17,3,"Product is okay, but delivery took a little longer.",False
REV000431,ORD000234,CUST000392,P0061,2026-05-19,5,The product quality is better than expected.,True
REV000432,ORD000064,CUST000485,P0021,2026-05-23,4,Excellent quality and fast delivery. I highly recommend this product.,True
REV000433,ORD000218,CUST000066,P0090,2026-05-10,1,Payment failed twice and the order process was frustrating.,False
REV000434,ORD000901,CUST000491,P0024,2026-05-01,1,Delivery was very late and customer support was slow.,False
REV000435,ORD000867,CUST000289,P0081,2026-05-14,4,The product quality is better than expected.,True
REV000436,ORD000185,CUST000268,P0097,2026-05-06,4,The product quality is better than expected.,True
REV000437,ORD000469,CUST000330,P0090,2026-05-26,3,It works as expected.,True
REV000438,ORD000114,CUST000260,P0051,2026-05-29,3,"The product is fine, but packaging can be improved.",True
REV000439,ORD000523,CUST000310,P0027,2026-05-15,2,The product is not worth the price.,False
REV000440,ORD000004,CUST000314,P0089,2026-05-01,5,Perfect fit and very useful for training.,True
REV000441,ORD000095,CUST000035,P0088,2026-05-23,2,Wrong item received and return process was difficult.,False
REV000442,ORD000027,CUST000311,P0076,2026-05-24,1,Wrong item received and return process was difficult.,False
REV000443,ORD001079,CUST000297,P0058,2026-05-19,4,Excellent quality and fast delivery. I highly recommend this product.,True
REV000444,ORD000505,CUST000308,P0038,2026-05-05,1,Wrong item received and return process was difficult.,False
REV000445,ORD000931,CUST000315,P0098,2026-05-23,5,Excellent quality and fast delivery. I highly recommend this product.,True
REV000446,ORD000908,CUST000218,P0033,2026-05-24,2,The product is not worth the price.,False
REV000447,ORD001188,CUST000232,P0022,2026-05-28,3,"The product is fine, but packaging can be improved.",True
REV000448,ORD000543,CUST000268,P0048,2026-05-06,4,"Great product, good packaging, and smooth ordering experience.",True
REV000449,ORD000929,CUST000459,P0017,2026-05-07,3,"Product is okay, but delivery took a little longer.",True
REV000450,ORD000204,CUST000491,P0065,2026-05-23,5,The product quality is better than expected.,True
REV000451,ORD000251,CUST000125,P0027,2026-05-13,5,Perfect fit and very useful for training.,True
REV000452,ORD000199,CUST000156,P0085,2026-05-23,3,"Average quality, not bad but not excellent.",False
REV000453,ORD000471,CUST000093,P0064,2026-05-04,5,Very comfortable and worth the price. I will buy again.,True
REV000454,ORD000624,CUST000319,P0019,2026-05-28,3,It works as expected.,False
REV000455,ORD000604,CUST000241,P0095,2026-05-24,3,"Good product, but the size guide was confusing.",False
REV000456,ORD000428,CUST000186,P0099,2026-05-28,2,Payment failed twice and the order process was frustrating.,False
REV000457,ORD000854,CUST000356,P0072,2026-05-20,1,Delivery was very late and customer support was slow.,False
REV000458,ORD001194,CUST000474,P0004,2026-05-22,3,"Average quality, not bad but not excellent.",True
REV000459,ORD000327,CUST000451,P0095,2026-05-13,4,"Great product, good packaging, and smooth ordering experience.",True
REV000460,ORD000211,CUST000452,P0065,2026-05-09,2,Poor quality and the item arrived damaged.,False
REV000461,ORD000579,CUST000361,P0026,2026-05-17,3,"Product is okay, but delivery took a little longer.",False
REV000462,ORD000881,CUST000476,P0060,2026-05-28,1,Wrong item received and return process was difficult.,False
REV000463,ORD001086,CUST000134,P0040,2026-05-02,4,Very comfortable and worth the price. I will buy again.,True
REV000464,ORD000233,CUST000119,P0095,2026-05-11,5,"Great product, good packaging, and smooth ordering experience.",True
REV000465,ORD000681,CUST000073,P0064,2026-05-15,2,Delivery was very late and customer support was slow.,False
REV000466,ORD000594,CUST000115,P0062,2026-05-17,5,Perfect fit and very useful for training.,True
REV000467,ORD000648,CUST000109,P0035,2026-05-27,5,Excellent quality and fast delivery. I highly recommend this product.,True
REV000468,ORD000181,CUST000027,P0031,2026-05-22,5,"Great product, good packaging, and smooth ordering experience.",True
REV000469,ORD000355,CUST000157,P0005,2026-05-29,4,Very comfortable and worth the price. I will buy again.,True
REV000470,ORD000320,CUST000452,P0023,2026-05-12,2,Wrong item received and return process was difficult.,False
REV000471,ORD000669,CUST000398,P0095,2026-05-12,5,Perfect fit and very useful for training.,True
REV000472,ORD000981,CUST000436,P0032,2026-05-28,4,Perfect fit and very useful for training.,True
REV000473,ORD000019,CUST000302,P0064,2026-05-09,5,"Great product, good packaging, and smooth ordering experience.",True
REV000474,ORD000802,CUST000414,P0042,2026-05-01,3,It works as expected.,True
REV000475,ORD000137,CUST000367,P0100,2026-05-27,2,Delivery was very late and customer support was slow.,False
REV000476,ORD000256,CUST000077,P0013,2026-05-02,4,Excellent quality and fast delivery. I highly recommend this product.,True
REV000477,ORD000871,CUST000218,P0054,2026-05-02,3,"Product is okay, but delivery took a little longer.",False
REV000478,ORD000563,CUST000344,P0056,2026-05-24,4,Excellent quality and fast delivery. I highly recommend this product.,True
REV000479,ORD001024,CUST000453,P0043,2026-05-18,4,Very comfortable and worth the price. I will buy again.,True
REV000480,ORD000670,CUST000054,P0066,2026-05-10,4,"Great product, good packaging, and smooth ordering experience.",True
REV000481,ORD000500,CUST000373,P0019,2026-05-13,3,It works as expected.,True
REV000482,ORD000590,CUST000253,P0081,2026-05-08,5,"Great product, good packaging, and smooth ordering experience.",True
REV000483,ORD000991,CUST000009,P0072,2026-05-28,2,Poor quality and the item arrived damaged.,False
REV000484,ORD000125,CUST000127,P0017,2026-05-28,4,Perfect fit and very useful for training.,True
REV000485,ORD001092,CUST000214,P0014,2026-05-20,3,"Average quality, not bad but not excellent.",False
REV000486,ORD001041,CUST000026,P0060,2026-05-19,5,The product quality is better than expected.,True
REV000487,ORD000430,CUST000254,P0011,2026-05-19,1,The product is not worth the price.,False
REV000488,ORD000662,CUST000412,P0039,2026-05-09,1,The product is not worth the price.,False
REV000489,ORD001168,CUST000170,P0005,2026-05-18,3,"Product is okay, but delivery took a little longer.",False
REV000490,ORD000521,CUST000105,P0087,2026-05-28,5,Perfect fit and very useful for training.,True
REV000491,ORD000839,CUST000205,P0005,2026-05-27,1,The product is not worth the price.,False
REV000492,ORD000388,CUST000343,P0015,2026-05-18,4,The product quality is better than expected.,True
REV000493,ORD000087,CUST000102,P0082,2026-05-22,1,Payment failed twice and the order process was frustrating.,False
REV000494,ORD001172,CUST000493,P0098,2026-05-23,5,"Great product, good packaging, and smooth ordering experience.",True
REV000495,ORD000687,CUST000301,P0066,2026-05-19,5,Perfect fit and very useful for training.,True
REV000496,ORD000897,CUST000296,P0067,2026-05-05,3,"Good product, but the size guide was confusing.",False
REV000497,ORD000404,CUST000159,P0038,2026-05-22,3,It works as expected.,False
REV000498,ORD000011,CUST000067,P0049,2026-05-04,1,Payment failed twice and the order process was frustrating.,False
REV000499,ORD000076,CUST000061,P0030,2026-05-10,1,The product is not worth the price.,False
REV000500,ORD000771,CUST000018,P0010,2026-05-13,4,The product quality is better than expected.,True
REV000501,ORD000738,CUST000358,P0049,2026-05-08,5,The product quality is better than expected.,True
REV000502,ORD000052,CUST000403,P0032,2026-05-07,1,Payment failed twice and the order process was frustrating.,False
REV000503,ORD000570,CUST000396,P0084,2026-05-09,4,Excellent quality and fast delivery. I highly recommend this product.,True
REV000504,ORD000894,CUST000236,P0037,2026-05-08,3,"Product is okay, but delivery took a little longer.",False
REV000505,ORD000853,CUST000301,P0016,2026-05-21,1,Delivery was very late and customer support was slow.,False
REV000506,ORD001142,CUST000401,P0040,2026-05-25,3,"Good product, but the size guide was confusing.",True
REV000507,ORD000515,CUST000149,P0061,2026-05-13,3,It works as expected.,True
REV000508,ORD000862,CUST000201,P0068,2026-05-01,3,It works as expected.,False
REV000509,ORD000889,CUST000194,P0100,2026-05-07,3,"Product is okay, but delivery took a little longer.",False
REV000510,ORD000539,CUST000249,P0042,2026-05-10,4,The product quality is better than expected.,True
REV000511,ORD000541,CUST000066,P0090,2026-05-01,3,"Average quality, not bad but not excellent.",True
REV000512,ORD000029,CUST000319,P0063,2026-05-01,3,"The product is fine, but packaging can be improved.",False
REV000513,ORD000460,CUST000153,P0014,2026-05-16,1,Delivery was very late and customer support was slow.,False
REV000514,ORD000170,CUST000131,P0056,2026-05-11,4,"Great product, good packaging, and smooth ordering experience.",True
REV000515,ORD000697,CUST000289,P0029,2026-05-27,3,It works as expected.,False
REV000516,ORD000922,CUST000348,P0014,2026-05-27,5,"Great product, good packaging, and smooth ordering experience.",True
REV000517,ORD001091,CUST000252,P0055,2026-05-08,4,Excellent quality and fast delivery. I highly recommend this product.,True
REV000518,ORD000435,CUST000270,P0026,2026-05-10,3,"The product is fine, but packaging can be improved.",True
REV000519,ORD000196,CUST000052,P0091,2026-05-25,4,"Great product, good packaging, and smooth ordering experience.",True
REV000520,ORD000827,CUST000017,P0093,2026-05-02,3,"The product is fine, but packaging can be improved.",True
REV000521,ORD000775,CUST000181,P0003,2026-05-16,2,Delivery was very late and customer support was slow.,False
REV000522,ORD000676,CUST000165,P0027,2026-05-04,4,Perfect fit and very useful for training.,True
REV000523,ORD000928,CUST000392,P0098,2026-05-06,2,Delivery was very late and customer support was slow.,False
REV000524,ORD000181,CUST000027,P0009,2026-05-20,2,Poor quality and the item arrived damaged.,False
REV000525,ORD001147,CUST000138,P0021,2026-05-16,5,The product quality is better than expected.,True
REV000526,ORD000285,CUST000028,P0086,2026-05-13,1,Wrong item received and return process was difficult.,False
REV000527,ORD000944,CUST000166,P0063,2026-05-14,5,"Great product, good packaging, and smooth ordering experience.",True
REV000528,ORD000777,CUST000039,P0045,2026-05-15,3,It works as expected.,True
REV000529,ORD000476,CUST000170,P0015,2026-05-22,3,It works as expected.,False
REV000530,ORD000752,CUST000337,P0091,2026-05-27,2,Poor quality and the item arrived damaged.,False
REV000531,ORD000319,CUST000284,P0081,2026-05-23,5,Perfect fit and very useful for training.,True
REV000532,ORD000567,CUST000372,P0002,2026-05-16,4,"Great product, good packaging, and smooth ordering experience.",True
REV000533,ORD001037,CUST000395,P0081,2026-05-22,5,Excellent quality and fast delivery. I highly recommend this product.,True
REV000534,ORD001053,CUST000489,P0027,2026-05-17,3,"Average quality, not bad but not excellent.",True
REV000535,ORD000022,CUST000263,P0045,2026-05-28,1,Payment failed twice and the order process was frustrating.,False
REV000536,ORD000535,CUST000278,P0051,2026-05-08,3,"Good product, but the size guide was confusing.",False
REV000537,ORD001186,CUST000113,P0024,2026-05-26,2,Wrong item received and return process was difficult.,False
REV000538,ORD000918,CUST000490,P0076,2026-05-09,2,Delivery was very late and customer support was slow.,False
REV000539,ORD000130,CUST000220,P0035,2026-05-04,3,"The product is fine, but packaging can be improved.",True
REV000540,ORD001169,CUST000250,P0065,2026-05-17,5,The product quality is better than expected.,True
REV000541,ORD000728,CUST000487,P0075,2026-05-16,4,The product quality is better than expected.,True
REV000542,ORD001138,CUST000127,P0061,2026-05-22,1,Wrong item received and return process was difficult.,False
REV000543,ORD000128,CUST000144,P0084,2026-05-25,2,Wrong item received and return process was difficult.,False
REV000544,ORD000019,CUST000302,P0091,2026-05-02,4,The product quality is better than expected.,True
REV000545,ORD001013,CUST000468,P0019,2026-05-30,4,Perfect fit and very useful for training.,True
REV000546,ORD000400,CUST000338,P0006,2026-05-07,4,Perfect fit and very useful for training.,True
REV000547,ORD000198,CUST000448,P0036,2026-05-13,3,"The product is fine, but packaging can be improved.",True
REV000548,ORD000342,CUST000223,P0068,2026-05-27,5,"Great product, good packaging, and smooth ordering experience.",True
REV000549,ORD000082,CUST000039,P0049,2026-05-21,3,"Product is okay, but delivery took a little longer.",True
REV000550,ORD000279,CUST000380,P0015,2026-05-14,5,"Great product, good packaging, and smooth ordering experience.",True
REV000551,ORD001001,CUST000218,P0095,2026-05-03,4,Perfect fit and very useful for training.,True
REV000552,ORD000719,CUST000459,P0004,2026-05-13,1,Payment failed twice and the order process was frustrating.,False
REV000553,ORD000219,CUST000338,P0080,2026-05-29,3,"The product is fine, but packaging can be improved.",True
REV000554,ORD000989,CUST000386,P0052,2026-05-30,5,Perfect fit and very useful for training.,True
REV000555,ORD000278,CUST000373,P0019,2026-05-05,3,"Good product, but the size guide was confusing.",True
REV000556,ORD000827,CUST000017,P0009,2026-05-25,5,Very comfortable and worth the price. I will buy again.,True
REV000557,ORD000217,CUST000401,P0098,2026-05-03,5,"Great product, good packaging, and smooth ordering experience.",True
REV000558,ORD000693,CUST000458,P0025,2026-05-17,4,Excellent quality and fast delivery. I highly recommend this product.,True
REV000559,ORD001070,CUST000083,P0055,2026-05-05,2,Poor quality and the item arrived damaged.,False
REV000560,ORD000063,CUST000455,P0085,2026-05-05,4,Excellent quality and fast delivery. I highly recommend this product.,True
REV000561,ORD000670,CUST000054,P0087,2026-05-26,3,It works as expected.,False
REV000562,ORD000167,CUST000108,P0094,2026-05-18,4,Excellent quality and fast delivery. I highly recommend this product.,True
REV000563,ORD001128,CUST000380,P0071,2026-05-28,4,"Great product, good packaging, and smooth ordering experience.",True
REV000564,ORD000564,CUST000400,P0088,2026-05-09,5,Very comfortable and worth the price. I will buy again.,True
REV000565,ORD000942,CUST000346,P0090,2026-05-24,5,Very comfortable and worth the price. I will buy again.,True
REV000566,ORD000920,CUST000173,P0094,2026-05-30,3,"Good product, but the size guide was confusing.",True
REV000567,ORD000459,CUST000149,P0015,2026-05-15,5,The product quality is better than expected.,True
REV000568,ORD000292,CUST000231,P0019,2026-05-14,3,"Good product, but the size guide was confusing.",False
REV000569,ORD001038,CUST000341,P0093,2026-05-16,4,The product quality is better than expected.,True
REV000570,ORD000837,CUST000226,P0055,2026-05-17,4,Very comfortable and worth the price. I will buy again.,True
REV000571,ORD000253,CUST000298,P0009,2026-05-25,2,The product is not worth the price.,False
REV000572,ORD000071,CUST000495,P0060,2026-05-20,2,Wrong item received and return process was difficult.,False
REV000573,ORD001118,CUST000104,P0086,2026-05-02,3,It works as expected.,True
REV000574,ORD001102,CUST000472,P0029,2026-05-29,5,The product quality is better than expected.,True
REV000575,ORD000925,CUST000292,P0100,2026-05-29,5,Perfect fit and very useful for training.,True
REV000576,ORD000307,CUST000141,P0028,2026-05-05,5,Excellent quality and fast delivery. I highly recommend this product.,True
REV000577,ORD001149,CUST000139,P0065,2026-05-28,3,It works as expected.,True
REV000578,ORD000073,CUST000351,P0090,2026-05-12,5,Very comfortable and worth the price. I will buy again.,True
REV000579,ORD000753,CUST000047,P0095,2026-05-25,3,"Product is okay, but delivery took a little longer.",True
REV000580,ORD001152,CUST000389,P0011,2026-05-20,4,Excellent quality and fast delivery. I highly recommend this product.,True
