OrderID,CustomerID,OrderDate,OrderStatus,SalesChannel,GrossAmount,DiscountAmount,NetAmount,Currency
ORD000277,CUST000160,2026-05-21 15:09:21,Returned,Website,832.18,0.0,832.18,EUR
ORD000278,CUST000373,2026-05-23 20:25:45,Completed,Website,941.1,0.0,941.1,EUR
ORD000279,CUST000380,2026-05-18 21:03:06,Returned,Mobile App,1169.08,0.0,1169.08,EUR
ORD000280,CUST000432,2026-05-14 15:27:24,Completed,Website,209.37,0.0,209.37,EUR
ORD000281,CUST000401,2026-05-13 17:45:11,Cancelled,Website,136.84,0.0,136.84,EUR
ORD000282,CUST000014,2026-05-21 08:57:38,Completed,Mobile App,405.33,20.27,385.06,EUR
ORD000283,CUST000152,2026-05-11 20:37:10,Completed,Mobile App,674.58,33.73,640.85,EUR
ORD000284,CUST000238,2026-05-18 13:19:27,Completed,Website,596.19,0.0,596.19,EUR
ORD000285,CUST000028,2026-05-17 08:57:33,Returned,Mobile App,471.28,0.0,471.28,EUR
ORD000286,CUST000069,2026-05-17 06:20:09,Completed,Mobile App,1369.62,136.96,1232.66,EUR
ORD000287,CUST000193,2026-05-11 06:40:02,Completed,Mobile App,424.84,63.73,361.11,EUR
ORD000288,CUST000041,2026-05-03 15:16:49,Completed,Mobile App,364.28,0.0,364.28,EUR
ORD000289,CUST000138,2026-05-13 21:12:54,Shipped,Website,266.26,26.63,239.63,EUR
ORD000290,CUST000444,2026-05-07 03:04:15,Completed,Mobile App,929.36,46.47,882.89,EUR
ORD000291,CUST000487,2026-05-03 09:25:40,Completed,Website,44.78,2.24,42.54,EUR
ORD000292,CUST000231,2026-05-03 08:05:09,Cancelled,Mobile App,769.0,0.0,769.0,EUR
ORD000293,CUST000057,2026-05-04 06:30:53,Cancelled,Mobile App,1240.16,186.02,1054.14,EUR
ORD000294,CUST000429,2026-05-06 17:17:09,Completed,Website,266.28,13.31,252.97,EUR
ORD000295,CUST000111,2026-05-15 07:07:17,Completed,Mobile App,892.79,0.0,892.79,EUR
ORD000296,CUST000172,2026-05-24 14:05:01,Returned,Mobile App,900.51,90.05,810.46,EUR
ORD000297,CUST000144,2026-05-01 21:42:31,Completed,Mobile App,748.34,112.25,636.09,EUR
ORD000298,CUST000136,2026-05-06 11:25:56,Completed,Mobile App,261.58,0.0,261.58,EUR
ORD000299,CUST000327,2026-05-10 07:23:52,Returned,Website,764.4,76.44,687.96,EUR
ORD000300,CUST000457,2026-05-20 15:09:54,Completed,Mobile App,570.65,57.06,513.59,EUR
ORD000301,CUST000111,2026-05-25 14:59:06,Shipped,Website,1234.7,0.0,1234.7,EUR
ORD000302,CUST000026,2026-05-01 20:14:02,Cancelled,Mobile App,801.95,120.29,681.66,EUR
ORD000303,CUST000195,2026-05-25 05:00:24,Completed,Website,474.32,47.43,426.89,EUR
ORD000304,CUST000466,2026-05-13 22:29:42,Returned,Mobile App,507.89,0.0,507.89,EUR
ORD000305,CUST000283,2026-05-15 11:58:29,Completed,Website,419.19,62.88,356.31,EUR
ORD000306,CUST000037,2026-05-25 08:46:15,Shipped,Mobile App,877.39,87.74,789.65,EUR
ORD000307,CUST000141,2026-05-06 00:05:06,Completed,Website,960.53,0.0,960.53,EUR
ORD000308,CUST000053,2026-05-24 07:56:37,Completed,Mobile App,918.28,91.83,826.45,EUR
ORD000309,CUST000397,2026-05-02 18:30:05,Returned,Mobile App,443.11,0.0,443.11,EUR
ORD000310,CUST000411,2026-05-12 08:54:55,Cancelled,Mobile App,375.5,56.32,319.18,EUR
ORD000311,CUST000270,2026-05-06 06:58:40,Completed,Website,800.0,80.0,720.0,EUR
ORD000312,CUST000049,2026-05-12 07:57:32,Completed,Website,272.04,27.2,244.84,EUR
ORD000313,CUST000447,2026-05-06 07:17:35,Shipped,Mobile App,736.72,0.0,736.72,EUR
ORD000314,CUST000050,2026-05-09 20:48:57,Returned,Mobile App,836.14,0.0,836.14,EUR
ORD000315,CUST000211,2026-05-05 03:33:39,Shipped,Website,574.29,57.43,516.86,EUR
ORD000316,CUST000325,2026-05-24 17:54:43,Cancelled,Website,613.04,91.96,521.08,EUR
ORD000317,CUST000141,2026-05-22 03:17:49,Completed,Mobile App,761.84,0.0,761.84,EUR
ORD000318,CUST000020,2026-05-17 22:55:21,Returned,Mobile App,149.08,14.91,134.17,EUR
ORD000319,CUST000284,2026-05-15 10:18:00,Completed,Website,952.29,47.61,904.68,EUR
ORD000320,CUST000452,2026-05-21 01:35:34,Shipped,Mobile App,68.16,10.22,57.94,EUR
ORD000321,CUST000404,2026-05-04 20:51:11,Returned,Website,1230.79,0.0,1230.79,EUR
ORD000322,CUST000336,2026-05-20 07:17:07,Completed,Website,349.02,34.9,314.12,EUR
ORD000323,CUST000007,2026-05-23 21:45:22,Cancelled,Mobile App,1278.64,191.8,1086.84,EUR
ORD000324,CUST000481,2026-05-17 08:42:51,Completed,Website,753.32,75.33,677.99,EUR
ORD000325,CUST000400,2026-05-16 03:41:38,Completed,Mobile App,1128.65,169.3,959.35,EUR
ORD000326,CUST000390,2026-05-07 20:14:56,Returned,Mobile App,229.69,0.0,229.69,EUR
ORD000327,CUST000451,2026-05-11 15:46:07,Returned,Website,1401.41,70.07,1331.34,EUR
ORD000328,CUST000128,2026-05-23 19:03:28,Cancelled,Mobile App,630.57,0.0,630.57,EUR
ORD000329,CUST000020,2026-05-03 16:41:30,Cancelled,Website,43.18,0.0,43.18,EUR
ORD000330,CUST000388,2026-05-02 16:05:33,Shipped,Mobile App,166.19,24.93,141.26,EUR
ORD000331,CUST000197,2026-05-18 05:26:20,Completed,Website,38.31,0.0,38.31,EUR
ORD000332,CUST000094,2026-05-21 04:46:51,Shipped,Mobile App,940.64,0.0,940.64,EUR
ORD000333,CUST000425,2026-05-05 05:37:44,Completed,Website,235.01,0.0,235.01,EUR
ORD000334,CUST000109,2026-05-09 14:59:19,Shipped,Website,64.77,9.72,55.05,EUR
ORD000335,CUST000337,2026-05-16 15:08:39,Returned,Mobile App,422.52,21.13,401.39,EUR
ORD000336,CUST000303,2026-05-24 20:35:56,Completed,Website,111.24,5.56,105.68,EUR
ORD000337,CUST000384,2026-05-13 21:13:03,Returned,Mobile App,72.63,0.0,72.63,EUR
ORD000338,CUST000352,2026-05-19 02:51:06,Completed,Website,79.99,8.0,71.99,EUR
ORD000339,CUST000361,2026-05-23 08:25:28,Completed,Website,486.68,0.0,486.68,EUR
ORD000340,CUST000306,2026-05-18 22:13:43,Completed,Mobile App,399.69,39.97,359.72,EUR
ORD000341,CUST000488,2026-05-25 19:48:26,Shipped,Mobile App,559.36,27.97,531.39,EUR
ORD000342,CUST000223,2026-05-10 01:45:17,Completed,Mobile App,912.03,0.0,912.03,EUR
ORD000343,CUST000158,2026-05-12 06:51:19,Cancelled,Website,1531.75,76.59,1455.16,EUR
ORD000344,CUST000184,2026-05-23 00:49:09,Completed,Website,581.87,29.09,552.78,EUR
ORD000345,CUST000266,2026-05-19 11:10:47,Completed,Mobile App,34.08,5.11,28.97,EUR
ORD000346,CUST000280,2026-05-04 09:19:15,Completed,Mobile App,526.99,26.35,500.64,EUR
ORD000347,CUST000212,2026-05-19 05:57:34,Cancelled,Mobile App,140.44,21.07,119.37,EUR
ORD000348,CUST000060,2026-05-08 18:24:47,Cancelled,Website,671.04,100.66,570.38,EUR
ORD000349,CUST000235,2026-05-13 13:34:09,Completed,Website,642.72,0.0,642.72,EUR
ORD000350,CUST000061,2026-05-03 04:33:18,Completed,Website,563.04,0.0,563.04,EUR
ORD000351,CUST000469,2026-05-09 10:53:46,Completed,Mobile App,875.22,0.0,875.22,EUR
ORD000352,CUST000020,2026-05-16 10:56:36,Completed,Website,581.1,58.11,522.99,EUR
ORD000353,CUST000411,2026-05-07 02:37:43,Completed,Mobile App,863.4,43.17,820.23,EUR
ORD000354,CUST000038,2026-05-13 23:47:23,Shipped,Mobile App,910.89,0.0,910.89,EUR
ORD000355,CUST000157,2026-05-16 23:25:51,Returned,Mobile App,254.02,0.0,254.02,EUR
ORD000356,CUST000160,2026-05-10 18:37:39,Completed,Website,183.99,0.0,183.99,EUR
ORD000357,CUST000228,2026-05-07 23:31:48,Completed,Mobile App,1208.99,60.45,1148.54,EUR
ORD000358,CUST000258,2026-05-14 23:12:31,Completed,Mobile App,1155.28,0.0,1155.28,EUR
ORD000359,CUST000370,2026-05-05 11:25:46,Cancelled,Website,765.2,114.78,650.42,EUR
ORD000360,CUST000371,2026-05-06 14:49:07,Shipped,Website,859.94,85.99,773.95,EUR
ORD000361,CUST000226,2026-05-15 13:34:37,Completed,Website,82.14,4.11,78.03,EUR
ORD000362,CUST000311,2026-05-09 21:24:58,Completed,Mobile App,625.69,62.57,563.12,EUR
ORD000363,CUST000170,2026-05-02 23:25:54,Completed,Website,369.06,55.36,313.7,EUR
ORD000364,CUST000302,2026-05-22 23:39:29,Completed,Mobile App,168.98,0.0,168.98,EUR
ORD000365,CUST000393,2026-05-17 10:12:18,Completed,Website,301.69,0.0,301.69,EUR
ORD000366,CUST000095,2026-05-15 01:08:59,Completed,Mobile App,621.12,0.0,621.12,EUR
ORD000367,CUST000376,2026-05-17 14:19:26,Returned,Website,612.68,0.0,612.68,EUR
ORD000368,CUST000058,2026-05-06 18:38:41,Completed,Website,219.61,10.98,208.63,EUR
ORD000369,CUST000039,2026-05-25 11:34:38,Completed,Mobile App,256.17,12.81,243.36,EUR
ORD000370,CUST000291,2026-05-11 15:10:28,Completed,Website,222.97,0.0,222.97,EUR
ORD000371,CUST000268,2026-05-11 22:34:56,Completed,Mobile App,790.78,39.54,751.24,EUR
ORD000372,CUST000026,2026-05-18 06:14:41,Completed,Website,428.74,21.44,407.3,EUR
ORD000373,CUST000429,2026-05-24 01:27:23,Completed,Website,113.02,11.3,101.72,EUR
ORD000374,CUST000007,2026-05-06 18:22:57,Returned,Mobile App,179.4,8.97,170.43,EUR
ORD000375,CUST000357,2026-05-13 09:58:40,Completed,Mobile App,1429.71,71.49,1358.22,EUR
ORD000376,CUST000054,2026-05-22 01:33:44,Completed,Mobile App,44.76,6.71,38.05,EUR
ORD000377,CUST000255,2026-05-19 05:23:00,Shipped,Website,613.51,92.03,521.48,EUR
ORD000378,CUST000421,2026-05-03 20:03:04,Cancelled,Mobile App,58.2,8.73,49.47,EUR
ORD000379,CUST000377,2026-05-08 11:06:21,Cancelled,Website,1462.38,73.12,1389.26,EUR
ORD000380,CUST000204,2026-05-16 01:43:09,Cancelled,Mobile App,498.04,49.8,448.24,EUR
ORD000381,CUST000057,2026-05-07 05:18:04,Shipped,Website,757.92,0.0,757.92,EUR
ORD000382,CUST000462,2026-05-09 21:08:29,Returned,Website,491.88,49.19,442.69,EUR
ORD000383,CUST000341,2026-05-15 02:30:59,Completed,Website,287.7,0.0,287.7,EUR
ORD000384,CUST000147,2026-05-04 23:06:56,Completed,Mobile App,386.08,38.61,347.47,EUR
ORD000385,CUST000401,2026-05-08 20:39:38,Completed,Website,346.2,0.0,346.2,EUR
ORD000386,CUST000297,2026-05-07 04:48:22,Completed,Website,42.68,0.0,42.68,EUR
ORD000387,CUST000022,2026-05-07 03:32:48,Completed,Website,801.08,0.0,801.08,EUR
ORD000388,CUST000343,2026-05-08 21:51:27,Completed,Mobile App,435.09,0.0,435.09,EUR
ORD000389,CUST000030,2026-05-04 16:10:28,Shipped,Website,1036.08,155.41,880.67,EUR
ORD000390,CUST000194,2026-05-01 00:59:26,Completed,Mobile App,308.31,15.42,292.89,EUR
ORD000391,CUST000263,2026-05-09 15:21:18,Returned,Mobile App,1252.43,0.0,1252.43,EUR
ORD000392,CUST000242,2026-05-03 15:28:02,Completed,Mobile App,177.0,26.55,150.45,EUR
ORD000393,CUST000288,2026-05-24 04:19:17,Shipped,Website,653.38,98.01,555.37,EUR
ORD000394,CUST000039,2026-05-19 07:43:32,Returned,Website,67.17,3.36,63.81,EUR
ORD000395,CUST000482,2026-05-15 03:35:26,Shipped,Website,242.88,36.43,206.45,EUR
ORD000396,CUST000488,2026-05-24 04:44:28,Completed,Website,1201.57,120.16,1081.41,EUR
ORD000397,CUST000298,2026-05-23 06:34:23,Returned,Website,1742.38,261.36,1481.02,EUR
ORD000398,CUST000435,2026-05-14 03:30:18,Shipped,Mobile App,432.32,64.85,367.47,EUR
ORD000399,CUST000484,2026-05-11 09:20:54,Cancelled,Website,977.83,48.89,928.94,EUR
ORD000400,CUST000338,2026-05-08 16:30:01,Completed,Mobile App,274.33,0.0,274.33,EUR
ORD000401,CUST000020,2026-05-23 16:12:41,Shipped,Website,793.67,0.0,793.67,EUR
ORD000402,CUST000231,2026-05-04 21:28:11,Completed,Website,770.78,0.0,770.78,EUR
ORD000403,CUST000020,2026-05-23 20:49:39,Completed,Mobile App,533.97,80.1,453.87,EUR
ORD000404,CUST000159,2026-05-02 21:37:04,Cancelled,Mobile App,373.37,56.01,317.36,EUR
ORD000405,CUST000262,2026-05-24 21:19:50,Cancelled,Mobile App,545.32,27.27,518.05,EUR
ORD000406,CUST000084,2026-05-06 04:10:06,Returned,Mobile App,496.75,24.84,471.91,EUR
ORD000407,CUST000159,2026-05-07 12:09:42,Cancelled,Mobile App,162.56,8.13,154.43,EUR
ORD000408,CUST000140,2026-05-03 13:34:21,Completed,Mobile App,1154.24,0.0,1154.24,EUR
ORD000409,CUST000031,2026-05-15 11:11:39,Completed,Mobile App,387.66,38.77,348.89,EUR
ORD000410,CUST000310,2026-05-08 20:07:57,Completed,Mobile App,456.18,0.0,456.18,EUR
ORD000411,CUST000204,2026-05-17 12:18:43,Completed,Mobile App,512.63,76.89,435.74,EUR
ORD000412,CUST000160,2026-05-04 11:31:33,Returned,Website,510.1,51.01,459.09,EUR
ORD000413,CUST000183,2026-05-23 16:56:31,Completed,Mobile App,426.21,21.31,404.9,EUR
ORD000414,CUST000351,2026-05-16 22:02:19,Completed,Website,573.27,57.33,515.94,EUR
ORD000415,CUST000460,2026-05-24 08:16:29,Shipped,Website,427.56,21.38,406.18,EUR
ORD000416,CUST000304,2026-05-25 12:01:58,Shipped,Website,246.24,0.0,246.24,EUR
ORD000417,CUST000403,2026-05-07 14:05:35,Completed,Website,51.99,0.0,51.99,EUR
ORD000418,CUST000275,2026-05-08 19:12:21,Completed,Website,703.07,70.31,632.76,EUR
ORD000419,CUST000217,2026-05-16 01:33:18,Completed,Website,1181.79,0.0,1181.79,EUR
ORD000420,CUST000103,2026-05-16 11:44:59,Completed,Website,845.31,0.0,845.31,EUR
ORD000421,CUST000494,2026-05-20 07:56:28,Completed,Mobile App,1001.42,50.07,951.35,EUR
ORD000422,CUST000421,2026-05-19 02:47:11,Completed,Mobile App,1254.54,0.0,1254.54,EUR
ORD000423,CUST000109,2026-05-23 16:16:27,Completed,Website,71.44,10.72,60.72,EUR
ORD000424,CUST000211,2026-05-17 17:50:57,Returned,Website,460.98,0.0,460.98,EUR
ORD000425,CUST000096,2026-05-07 04:35:44,Returned,Website,693.78,0.0,693.78,EUR
ORD000426,CUST000096,2026-05-06 23:33:17,Shipped,Website,517.53,77.63,439.9,EUR
ORD000427,CUST000230,2026-05-18 14:50:24,Cancelled,Website,231.2,0.0,231.2,EUR
ORD000428,CUST000186,2026-05-13 12:09:33,Shipped,Mobile App,1768.14,88.41,1679.73,EUR
ORD000429,CUST000418,2026-05-11 17:22:41,Returned,Website,382.38,57.36,325.02,EUR
ORD000430,CUST000254,2026-05-18 18:28:50,Cancelled,Mobile App,259.65,12.98,246.67,EUR
ORD000431,CUST000191,2026-05-24 19:33:03,Completed,Website,1175.94,176.39,999.55,EUR
ORD000432,CUST000499,2026-05-21 11:29:19,Shipped,Mobile App,675.64,33.78,641.86,EUR
ORD000433,CUST000369,2026-05-06 00:37:57,Completed,Website,507.82,25.39,482.43,EUR
ORD000434,CUST000393,2026-05-10 15:49:33,Completed,Mobile App,1370.66,68.53,1302.13,EUR
ORD000435,CUST000270,2026-05-21 05:05:47,Completed,Website,656.22,0.0,656.22,EUR
ORD000436,CUST000044,2026-05-12 02:45:08,Completed,Mobile App,544.66,54.47,490.19,EUR
ORD000437,CUST000169,2026-05-02 17:39:40,Cancelled,Mobile App,721.08,0.0,721.08,EUR
ORD000438,CUST000196,2026-05-10 12:33:15,Completed,Website,50.57,5.06,45.51,EUR
ORD000439,CUST000496,2026-05-03 22:42:12,Returned,Website,381.59,57.24,324.35,EUR
ORD000440,CUST000241,2026-05-11 12:13:46,Cancelled,Website,914.75,137.21,777.54,EUR
ORD000441,CUST000403,2026-05-08 03:01:19,Returned,Website,398.99,59.85,339.14,EUR
ORD000442,CUST000136,2026-05-03 01:33:24,Completed,Website,951.07,142.66,808.41,EUR
ORD000443,CUST000039,2026-05-16 07:44:15,Completed,Mobile App,64.76,3.24,61.52,EUR
ORD000444,CUST000339,2026-05-15 02:01:28,Cancelled,Mobile App,61.56,3.08,58.48,EUR
ORD000445,CUST000015,2026-05-19 06:46:07,Completed,Website,179.04,26.86,152.18,EUR
ORD000446,CUST000033,2026-05-15 23:45:44,Shipped,Website,1103.62,165.54,938.08,EUR
ORD000447,CUST000222,2026-05-15 15:00:04,Completed,Mobile App,554.4,27.72,526.68,EUR
ORD000448,CUST000227,2026-05-11 11:44:18,Returned,Mobile App,1345.4,0.0,1345.4,EUR
ORD000449,CUST000139,2026-05-17 01:06:31,Completed,Mobile App,696.43,104.46,591.97,EUR
ORD000450,CUST000038,2026-05-07 00:57:41,Completed,Mobile App,553.99,55.4,498.59,EUR
ORD000451,CUST000381,2026-05-10 06:33:38,Cancelled,Website,492.62,0.0,492.62,EUR
ORD000452,CUST000183,2026-05-02 14:58:17,Completed,Mobile App,366.07,36.61,329.46,EUR
ORD000453,CUST000022,2026-05-10 08:08:12,Completed,Website,114.93,17.24,97.69,EUR
ORD000454,CUST000424,2026-05-22 04:01:05,Cancelled,Website,589.11,0.0,589.11,EUR
ORD000455,CUST000215,2026-05-02 09:08:18,Completed,Website,856.96,85.7,771.26,EUR
ORD000456,CUST000217,2026-05-18 20:48:02,Completed,Mobile App,827.61,41.38,786.23,EUR
ORD000457,CUST000458,2026-05-02 09:41:47,Completed,Website,113.45,0.0,113.45,EUR
ORD000458,CUST000275,2026-05-19 13:24:43,Completed,Website,333.6,50.04,283.56,EUR
ORD000459,CUST000149,2026-05-22 23:15:04,Completed,Website,624.59,62.46,562.13,EUR
ORD000460,CUST000153,2026-05-24 17:37:30,Completed,Mobile App,861.63,0.0,861.63,EUR
ORD000461,CUST000269,2026-05-16 10:07:48,Completed,Website,945.31,0.0,945.31,EUR
ORD000462,CUST000382,2026-05-24 21:17:14,Returned,Website,607.44,0.0,607.44,EUR
ORD000463,CUST000276,2026-05-17 05:07:25,Returned,Mobile App,559.49,0.0,559.49,EUR
ORD000464,CUST000161,2026-05-24 12:15:25,Shipped,Website,1519.97,0.0,1519.97,EUR
ORD000465,CUST000120,2026-05-10 17:26:24,Completed,Website,316.88,47.53,269.35,EUR
ORD000466,CUST000153,2026-05-09 04:00:59,Completed,Website,567.57,28.38,539.19,EUR
ORD000467,CUST000067,2026-05-01 05:52:36,Completed,Website,286.38,0.0,286.38,EUR
ORD000468,CUST000374,2026-05-10 05:49:25,Completed,Mobile App,230.23,23.02,207.21,EUR
ORD000469,CUST000330,2026-05-07 14:31:02,Completed,Website,182.16,0.0,182.16,EUR
ORD000470,CUST000415,2026-05-09 00:29:19,Cancelled,Mobile App,396.6,19.83,376.77,EUR
ORD000471,CUST000093,2026-05-24 05:44:52,Cancelled,Mobile App,771.37,115.71,655.66,EUR
ORD000472,CUST000408,2026-05-10 12:28:27,Completed,Mobile App,346.2,0.0,346.2,EUR
ORD000473,CUST000239,2026-05-09 21:23:09,Completed,Website,1086.88,0.0,1086.88,EUR
ORD000474,CUST000152,2026-05-02 23:46:28,Completed,Website,1016.08,0.0,1016.08,EUR
ORD000475,CUST000474,2026-05-20 22:11:59,Completed,Mobile App,501.27,25.06,476.21,EUR
ORD000476,CUST000170,2026-05-20 02:13:47,Returned,Mobile App,1035.49,103.55,931.94,EUR
ORD000477,CUST000120,2026-05-03 04:04:33,Completed,Website,93.12,4.66,88.46,EUR
ORD000478,CUST000186,2026-05-07 23:42:53,Completed,Website,134.28,20.14,114.14,EUR
ORD000479,CUST000257,2026-05-23 08:52:02,Completed,Mobile App,52.65,0.0,52.65,EUR
ORD000480,CUST000274,2026-05-07 20:40:18,Completed,Website,154.68,23.2,131.48,EUR
ORD000481,CUST000193,2026-05-15 11:02:21,Cancelled,Website,740.76,111.11,629.65,EUR
ORD000482,CUST000422,2026-05-17 03:21:20,Completed,Mobile App,291.39,0.0,291.39,EUR
ORD000483,CUST000243,2026-05-14 17:47:29,Cancelled,Website,1239.0,123.9,1115.1,EUR
ORD000484,CUST000246,2026-05-14 13:24:09,Cancelled,Mobile App,903.2,45.16,858.04,EUR
ORD000485,CUST000318,2026-05-09 19:48:40,Returned,Mobile App,1096.78,164.52,932.26,EUR
ORD000486,CUST000256,2026-05-03 07:08:53,Returned,Mobile App,423.72,42.37,381.35,EUR
ORD000487,CUST000190,2026-05-15 01:24:51,Completed,Website,785.62,117.84,667.78,EUR
ORD000488,CUST000445,2026-05-01 22:25:57,Shipped,Website,1423.47,0.0,1423.47,EUR
ORD000489,CUST000074,2026-05-22 23:11:37,Cancelled,Website,365.82,18.29,347.53,EUR
ORD000490,CUST000496,2026-05-22 08:41:49,Returned,Mobile App,562.96,28.15,534.81,EUR
ORD000491,CUST000118,2026-05-24 02:38:35,Completed,Website,1488.45,0.0,1488.45,EUR
ORD000492,CUST000039,2026-05-04 09:49:53,Shipped,Website,791.03,0.0,791.03,EUR
ORD000493,CUST000349,2026-05-03 02:49:51,Cancelled,Mobile App,290.0,0.0,290.0,EUR
ORD000494,CUST000202,2026-05-11 05:04:34,Completed,Website,465.72,0.0,465.72,EUR
ORD000495,CUST000060,2026-05-04 08:17:35,Completed,Website,385.76,38.58,347.18,EUR
ORD000496,CUST000115,2026-05-14 09:55:59,Cancelled,Mobile App,471.59,47.16,424.43,EUR
ORD000497,CUST000166,2026-05-09 12:04:51,Returned,Website,656.55,65.66,590.89,EUR
ORD000498,CUST000038,2026-05-16 07:45:40,Completed,Mobile App,44.76,6.71,38.05,EUR
ORD000499,CUST000339,2026-05-11 17:21:57,Completed,Website,811.82,40.59,771.23,EUR
ORD000500,CUST000373,2026-05-08 02:59:46,Cancelled,Mobile App,1320.36,132.04,1188.32,EUR
ORD000501,CUST000319,2026-05-08 09:11:40,Returned,Mobile App,305.55,30.56,274.99,EUR
ORD000502,CUST000462,2026-05-01 08:23:06,Completed,Mobile App,89.37,4.47,84.9,EUR
ORD000503,CUST000323,2026-05-10 22:54:57,Completed,Mobile App,1011.7,0.0,1011.7,EUR
ORD000504,CUST000317,2026-05-17 16:16:11,Cancelled,Mobile App,338.31,0.0,338.31,EUR
ORD000505,CUST000308,2026-05-01 13:14:15,Completed,Website,1354.61,135.46,1219.15,EUR
ORD000506,CUST000345,2026-05-05 16:21:40,Completed,Mobile App,386.63,57.99,328.64,EUR
ORD000507,CUST000339,2026-05-04 17:49:13,Returned,Mobile App,800.66,80.07,720.59,EUR
ORD000508,CUST000185,2026-05-08 09:26:09,Cancelled,Mobile App,274.14,41.12,233.02,EUR
ORD000509,CUST000023,2026-05-25 06:32:37,Completed,Website,466.86,23.34,443.52,EUR
ORD000510,CUST000249,2026-05-01 04:02:16,Completed,Website,395.2,59.28,335.92,EUR
ORD000511,CUST000437,2026-05-05 08:09:54,Returned,Mobile App,590.65,0.0,590.65,EUR
ORD000512,CUST000478,2026-05-07 08:53:12,Completed,Mobile App,264.02,13.2,250.82,EUR
ORD000513,CUST000279,2026-05-01 12:47:13,Completed,Mobile App,674.24,0.0,674.24,EUR
ORD000514,CUST000174,2026-05-20 09:48:38,Cancelled,Mobile App,664.4,66.44,597.96,EUR
ORD000515,CUST000149,2026-05-01 04:03:27,Returned,Mobile App,122.66,0.0,122.66,EUR
ORD000516,CUST000474,2026-05-05 15:30:28,Returned,Website,131.47,19.72,111.75,EUR
ORD000517,CUST000046,2026-05-01 20:52:43,Completed,Website,490.83,24.54,466.29,EUR
ORD000518,CUST000155,2026-05-08 06:38:21,Completed,Website,112.2,0.0,112.2,EUR
ORD000519,CUST000241,2026-05-13 11:51:43,Completed,Mobile App,162.72,8.14,154.58,EUR
ORD000520,CUST000390,2026-05-14 16:20:08,Completed,Mobile App,884.59,0.0,884.59,EUR
ORD000521,CUST000105,2026-05-22 04:50:27,Completed,Mobile App,582.64,29.13,553.51,EUR
ORD000522,CUST000193,2026-05-17 13:52:33,Shipped,Website,841.13,0.0,841.13,EUR
ORD000523,CUST000310,2026-05-08 02:00:50,Cancelled,Website,648.61,64.86,583.75,EUR
ORD000524,CUST000064,2026-05-25 21:27:06,Shipped,Mobile App,252.62,25.26,227.36,EUR
ORD000525,CUST000333,2026-05-22 02:16:15,Completed,Website,424.56,0.0,424.56,EUR
ORD000526,CUST000136,2026-05-04 12:51:56,Completed,Website,394.41,59.16,335.25,EUR
ORD000527,CUST000438,2026-05-01 20:09:16,Cancelled,Mobile App,184.72,27.71,157.01,EUR
ORD000528,CUST000189,2026-05-08 07:14:07,Completed,Mobile App,328.84,0.0,328.84,EUR
ORD000529,CUST000301,2026-05-03 06:33:08,Cancelled,Website,759.6,37.98,721.62,EUR
ORD000530,CUST000288,2026-05-23 03:54:19,Completed,Mobile App,111.2,0.0,111.2,EUR
ORD000531,CUST000106,2026-05-03 14:56:52,Completed,Website,90.68,13.6,77.08,EUR
ORD000532,CUST000188,2026-05-14 02:28:06,Shipped,Mobile App,1374.14,0.0,1374.14,EUR
ORD000533,CUST000120,2026-05-06 22:09:41,Completed,Website,777.62,0.0,777.62,EUR
ORD000534,CUST000203,2026-05-02 16:19:52,Shipped,Website,473.57,71.04,402.53,EUR
ORD000535,CUST000278,2026-05-06 09:41:45,Shipped,Mobile App,177.58,17.76,159.82,EUR
ORD000536,CUST000134,2026-05-10 23:08:46,Returned,Mobile App,266.02,39.9,226.12,EUR
ORD000537,CUST000260,2026-05-15 07:58:07,Completed,Mobile App,287.4,0.0,287.4,EUR
ORD000538,CUST000022,2026-05-13 15:33:31,Completed,Mobile App,237.74,0.0,237.74,EUR
ORD000539,CUST000249,2026-05-09 07:47:32,Shipped,Website,765.49,38.27,727.22,EUR
ORD000540,CUST000410,2026-05-21 05:11:37,Cancelled,Website,87.3,13.09,74.21,EUR
ORD000541,CUST000066,2026-05-07 00:28:12,Completed,Mobile App,911.84,91.18,820.66,EUR
ORD000542,CUST000444,2026-05-14 21:15:47,Completed,Mobile App,349.56,17.48,332.08,EUR
ORD000543,CUST000268,2026-05-12 04:23:03,Cancelled,Website,285.96,14.3,271.66,EUR
ORD000544,CUST000407,2026-05-22 15:17:26,Cancelled,Mobile App,81.26,0.0,81.26,EUR
ORD000545,CUST000372,2026-05-05 07:11:16,Cancelled,Website,770.32,115.55,654.77,EUR
ORD000546,CUST000069,2026-05-14 03:05:53,Completed,Mobile App,514.6,51.46,463.14,EUR
ORD000547,CUST000247,2026-05-15 17:47:12,Completed,Mobile App,184.44,9.22,175.22,EUR
ORD000548,CUST000169,2026-05-19 04:26:29,Completed,Mobile App,643.27,0.0,643.27,EUR
ORD000549,CUST000285,2026-05-06 13:33:03,Completed,Website,1503.84,0.0,1503.84,EUR
ORD000550,CUST000094,2026-05-25 04:14:28,Completed,Mobile App,46.24,2.31,43.93,EUR
ORD000551,CUST000482,2026-05-21 11:15:45,Returned,Mobile App,611.29,91.69,519.6,EUR
ORD000552,CUST000432,2026-05-06 09:11:26,Completed,Website,1211.14,0.0,1211.14,EUR
ORD000553,CUST000441,2026-05-22 23:09:06,Returned,Website,541.54,54.15,487.39,EUR
